# Loss function L(Q,w) and dynamical structure factor S(Q,w)
#
# L(Q,w)= -Im(1/eps_m(Q,w) [1]
# S(Q,w)= L(Q,w)*|Q|^2*/(4 pi^2 n_val) [Energy^-1]
#
# Momentum transfer Q=G+q in lattice coordinates
# G:   0   0   0
# q:   0.0000000   0.0000000   0.0000000
# Momentum transfer Q=G+q in Cartesian coordinates
# G:   0.0000000   0.0000000   0.0000000
# q:   0.0000000   0.0000000   0.0000000
# Norm2(G+q)   0.0000000
#
#   Frequency/(eV/hbar)                  L(Q,w)             S(Q,w)*1000
+0.6555222371874000E+03 +0.1245163388850925E-04 +0.0000000000000000E+00
+0.6555403781099734E+03 +0.1250628315703210E-04 +0.0000000000000000E+00
+0.6555585190325468E+03 +0.1256130527326527E-04 +0.0000000000000000E+00
+0.6555766599551200E+03 +0.1261670372332408E-04 +0.0000000000000000E+00
+0.6555948008776934E+03 +0.1267248203494719E-04 +0.0000000000000000E+00
+0.6556129418002668E+03 +0.1272864377810121E-04 +0.0000000000000000E+00
+0.6556310827228401E+03 +0.1278519256559887E-04 +0.0000000000000000E+00
+0.6556492236454134E+03 +0.1284213205372597E-04 +0.0000000000000000E+00
+0.6556673645679867E+03 +0.1289946594288126E-04 +0.0000000000000000E+00
+0.6556855054905600E+03 +0.1295719797822390E-04 +0.0000000000000000E+00
+0.6557036464131334E+03 +0.1301533195033585E-04 +0.0000000000000000E+00
+0.6557217873357067E+03 +0.1307387169589385E-04 +0.0000000000000000E+00
+0.6557399282582800E+03 +0.1313282109835334E-04 +0.0000000000000000E+00
+0.6557580691808533E+03 +0.1319218408864592E-04 +0.0000000000000000E+00
+0.6557762101034267E+03 +0.1325196464588599E-04 +0.0000000000000000E+00
+0.6557943510260001E+03 +0.1331216679809301E-04 +0.0000000000000000E+00
+0.6558124919485733E+03 +0.1337279462292452E-04 +0.0000000000000000E+00
+0.6558306328711467E+03 +0.1343385224842426E-04 +0.0000000000000000E+00
+0.6558487737937201E+03 +0.1349534385378031E-04 +0.0000000000000000E+00
+0.6558669147162934E+03 +0.1355727367009997E-04 +0.0000000000000000E+00
+0.6558850556388667E+03 +0.1361964598119659E-04 +0.0000000000000000E+00
+0.6559031965614400E+03 +0.1368246512439253E-04 +0.0000000000000000E+00
+0.6559213374840134E+03 +0.1374573549133307E-04 +0.0000000000000000E+00
+0.6559394784065868E+03 +0.1380946152881868E-04 +0.0000000000000000E+00
+0.6559576193291601E+03 +0.1387364773965026E-04 +0.0000000000000000E+00
+0.6559757602517334E+03 +0.1393829868349012E-04 +0.0000000000000000E+00
+0.6559939011743066E+03 +0.1400341897773990E-04 +0.0000000000000000E+00
+0.6560120420968800E+03 +0.1406901329843152E-04 +0.0000000000000000E+00
+0.6560301830194534E+03 +0.1413508638113752E-04 +0.0000000000000000E+00
+0.6560483239420266E+03 +0.1420164302189632E-04 +0.0000000000000000E+00
+0.6560664648646000E+03 +0.1426868807815619E-04 +0.0000000000000000E+00
+0.6560846057871734E+03 +0.1433622646973369E-04 +0.0000000000000000E+00
+0.6561027467097467E+03 +0.1440426317979281E-04 +0.0000000000000000E+00
+0.6561208876323201E+03 +0.1447280325584087E-04 +0.0000000000000000E+00
+0.6561390285548933E+03 +0.1454185181074288E-04 +0.0000000000000000E+00
+0.6561571694774667E+03 +0.1461141402375643E-04 +0.0000000000000000E+00
+0.6561753104000401E+03 +0.1468149514158266E-04 +0.0000000000000000E+00
+0.6561934513226134E+03 +0.1475210047944030E-04 +0.0000000000000000E+00
+0.6562115922451867E+03 +0.1482323542215789E-04 +0.0000000000000000E+00
+0.6562297331677601E+03 +0.1489490542528876E-04 +0.0000000000000000E+00
+0.6562478740903334E+03 +0.1496711601624350E-04 +0.0000000000000000E+00
+0.6562660150129068E+03 +0.1503987279544755E-04 +0.0000000000000000E+00
+0.6562841559354800E+03 +0.1511318143751854E-04 +0.0000000000000000E+00
+0.6563022968580534E+03 +0.1518704769246872E-04 +0.0000000000000000E+00
+0.6563204377806267E+03 +0.1526147738692607E-04 +0.0000000000000000E+00
+0.6563385787032000E+03 +0.1533647642538322E-04 +0.0000000000000000E+00
+0.6563567196257734E+03 +0.1541205079146812E-04 +0.0000000000000000E+00
+0.6563748605483466E+03 +0.1548820654923955E-04 +0.0000000000000000E+00
+0.6563930014709200E+03 +0.1556494984450953E-04 +0.0000000000000000E+00
+0.6564111423934934E+03 +0.1564228690618742E-04 +0.0000000000000000E+00
+0.6564292833160667E+03 +0.1572022404765445E-04 +0.0000000000000000E+00
+0.6564474242386400E+03 +0.1579876766816252E-04 +0.0000000000000000E+00
+0.6564655651612134E+03 +0.1587792425426301E-04 +0.0000000000000000E+00
+0.6564837060837867E+03 +0.1595770038125938E-04 +0.0000000000000000E+00
+0.6565018470063601E+03 +0.1603810271469279E-04 +0.0000000000000000E+00
+0.6565199879289333E+03 +0.1611913801185462E-04 +0.0000000000000000E+00
+0.6565381288515067E+03 +0.1620081312333127E-04 +0.0000000000000000E+00
+0.6565562697740801E+03 +0.1628313499457592E-04 +0.0000000000000000E+00
+0.6565744106966534E+03 +0.1636611066751550E-04 +0.0000000000000000E+00
+0.6565925516192267E+03 +0.1644974728218803E-04 +0.0000000000000000E+00
+0.6566106925418001E+03 +0.1653405207841276E-04 +0.0000000000000000E+00
+0.6566288334643733E+03 +0.1661903239749609E-04 +0.0000000000000000E+00
+0.6566469743869467E+03 +0.1670469568396766E-04 +0.0000000000000000E+00
+0.6566651153095200E+03 +0.1679104948735618E-04 +0.0000000000000000E+00
+0.6566832562320933E+03 +0.1687810146399848E-04 +0.0000000000000000E+00
+0.6567013971546667E+03 +0.1696585937888846E-04 +0.0000000000000000E+00
+0.6567195380772400E+03 +0.1705433110755906E-04 +0.0000000000000000E+00
+0.6567376789998134E+03 +0.1714352463800775E-04 +0.0000000000000000E+00
+0.6567558199223866E+03 +0.1723344807265873E-04 +0.0000000000000000E+00
+0.6567739608449600E+03 +0.1732410963036863E-04 +0.0000000000000000E+00
+0.6567921017675334E+03 +0.1741551764846896E-04 +0.0000000000000000E+00
+0.6568102426901067E+03 +0.1750768058485583E-04 +0.0000000000000000E+00
+0.6568283836126801E+03 +0.1760060702012101E-04 +0.0000000000000000E+00
+0.6568465245352534E+03 +0.1769430565972740E-04 +0.0000000000000000E+00
+0.6568646654578267E+03 +0.1778878533623276E-04 +0.0000000000000000E+00
+0.6568828063804001E+03 +0.1788405501155536E-04 +0.0000000000000000E+00
+0.6569009473029735E+03 +0.1798012377929260E-04 +0.0000000000000000E+00
+0.6569190882255467E+03 +0.1807700086708542E-04 +0.0000000000000000E+00
+0.6569372291481200E+03 +0.1817469563903654E-04 +0.0000000000000000E+00
+0.6569553700706933E+03 +0.1827321759817487E-04 +0.0000000000000000E+00
+0.6569735109932667E+03 +0.1837257638897805E-04 +0.0000000000000000E+00
+0.6569916519158400E+03 +0.1847278179994585E-04 +0.0000000000000000E+00
+0.6570097928384133E+03 +0.1857384376623260E-04 +0.0000000000000000E+00
+0.6570279337609867E+03 +0.1867577237233070E-04 +0.0000000000000000E+00
+0.6570460746835601E+03 +0.1877857785481825E-04 +0.0000000000000000E+00
+0.6570642156061334E+03 +0.1888227060516357E-04 +0.0000000000000000E+00
+0.6570823565287067E+03 +0.1898686117259077E-04 +0.0000000000000000E+00
+0.6571004974512800E+03 +0.1909236026701153E-04 +0.0000000000000000E+00
+0.6571186383738534E+03 +0.1919877876201506E-04 +0.0000000000000000E+00
+0.6571367792964268E+03 +0.1930612769793015E-04 +0.0000000000000000E+00
+0.6571549202190000E+03 +0.1941441828495146E-04 +0.0000000000000000E+00
+0.6571730611415734E+03 +0.1952366190633886E-04 +0.0000000000000000E+00
+0.6571912020641468E+03 +0.1963387012168197E-04 +0.0000000000000000E+00
+0.6572093429867201E+03 +0.1974505467024405E-04 +0.0000000000000000E+00
+0.6572274839092934E+03 +0.1985722747437768E-04 +0.0000000000000000E+00
+0.6572456248318667E+03 +0.1997040064301735E-04 +0.0000000000000000E+00
+0.6572637657544400E+03 +0.2008458647525448E-04 +0.0000000000000000E+00
+0.6572819066770134E+03 +0.2019979746398681E-04 +0.0000000000000000E+00
+0.6573000475995867E+03 +0.2031604629965756E-04 +0.0000000000000000E+00
+0.6573181885221600E+03 +0.2043334587407593E-04 +0.0000000000000000E+00
+0.6573363294447333E+03 +0.2055170928432909E-04 +0.0000000000000000E+00
+0.6573544703673067E+03 +0.2067114983677800E-04 +0.0000000000000000E+00
+0.6573726112898801E+03 +0.2079168105115143E-04 +0.0000000000000000E+00
+0.6573907522124533E+03 +0.2091331666473144E-04 +0.0000000000000000E+00
+0.6574088931350267E+03 +0.2103607063663973E-04 +0.0000000000000000E+00
+0.6574270340576001E+03 +0.2115995715221796E-04 +0.0000000000000000E+00
+0.6574451749801734E+03 +0.2128499062751652E-04 +0.0000000000000000E+00
+0.6574633159027468E+03 +0.2141118571388601E-04 +0.0000000000000000E+00
+0.6574814568253200E+03 +0.2153855730267724E-04 +0.0000000000000000E+00
+0.6574995977478934E+03 +0.2166712053005495E-04 +0.0000000000000000E+00
+0.6575177386704668E+03 +0.2179689078192040E-04 +0.0000000000000000E+00
+0.6575358795930400E+03 +0.2192788369895702E-04 +0.0000000000000000E+00
+0.6575540205156134E+03 +0.2206011518179339E-04 +0.0000000000000000E+00
+0.6575721614381866E+03 +0.2219360139629445E-04 +0.0000000000000000E+00
+0.6575903023607600E+03 +0.2232835877897289E-04 +0.0000000000000000E+00
+0.6576084432833334E+03 +0.2246440404253892E-04 +0.0000000000000000E+00
+0.6576265842059066E+03 +0.2260175418158044E-04 +0.0000000000000000E+00
+0.6576447251284800E+03 +0.2274042647838628E-04 +0.0000000000000000E+00
+0.6576628660510534E+03 +0.2288043850890448E-04 +0.0000000000000000E+00
+0.6576810069736267E+03 +0.2302180814885420E-04 +0.0000000000000000E+00
+0.6576991478962001E+03 +0.2316455357998520E-04 +0.0000000000000000E+00
+0.6577172888187733E+03 +0.2330869329649167E-04 +0.0000000000000000E+00
+0.6577354297413467E+03 +0.2345424611158978E-04 +0.0000000000000000E+00
+0.6577535706639201E+03 +0.2360123116425134E-04 +0.0000000000000000E+00
+0.6577717115864934E+03 +0.2374966792611397E-04 +0.0000000000000000E+00
+0.6577898525090667E+03 +0.2389957620856027E-04 +0.0000000000000000E+00
+0.6578079934316401E+03 +0.2405097616998054E-04 +0.0000000000000000E+00
+0.6578261343542134E+03 +0.2420388832321146E-04 +0.0000000000000000E+00
+0.6578442752767868E+03 +0.2435833354317197E-04 +0.0000000000000000E+00
+0.6578624161993600E+03 +0.2451433307469027E-04 +0.0000000000000000E+00
+0.6578805571219333E+03 +0.2467190854053138E-04 +0.0000000000000000E+00
+0.6578986980445067E+03 +0.2483108194963565E-04 +0.0000000000000000E+00
+0.6579168389670800E+03 +0.2499187570556155E-04 +0.0000000000000000E+00
+0.6579349798896534E+03 +0.2515431261515615E-04 +0.0000000000000000E+00
+0.6579531208122266E+03 +0.2531841589744645E-04 +0.0000000000000000E+00
+0.6579712617348000E+03 +0.2548420919276833E-04 +0.0000000000000000E+00
+0.6579894026573734E+03 +0.2565171657212649E-04 +0.0000000000000000E+00
+0.6580075435799467E+03 +0.2582096254681034E-04 +0.0000000000000000E+00
+0.6580256845025200E+03 +0.2599197207825862E-04 +0.0000000000000000E+00
+0.6580438254250934E+03 +0.2616477058819221E-04 +0.0000000000000000E+00
+0.6580619663476667E+03 +0.2633938396900825E-04 +0.0000000000000000E+00
+0.6580801072702401E+03 +0.2651583859446179E-04 +0.0000000000000000E+00
+0.6580982481928135E+03 +0.2669416133063068E-04 +0.0000000000000000E+00
+0.6581163891153867E+03 +0.2687437954717680E-04 +0.0000000000000000E+00
+0.6581345300379601E+03 +0.2705652112891760E-04 +0.0000000000000000E+00
+0.6581526709605334E+03 +0.2724061448770359E-04 +0.0000000000000000E+00
+0.6581708118831067E+03 +0.2742668857463056E-04 +0.0000000000000000E+00
+0.6581889528056801E+03 +0.2761477289258200E-04 +0.0000000000000000E+00
+0.6582070937282533E+03 +0.2780489750912333E-04 +0.0000000000000000E+00
+0.6582252346508267E+03 +0.2799709306974396E-04 +0.0000000000000000E+00
+0.6582433755734000E+03 +0.2819139081147806E-04 +0.0000000000000000E+00
+0.6582615164959733E+03 +0.2838782257690028E-04 +0.0000000000000000E+00
+0.6582796574185467E+03 +0.2858642082852081E-04 +0.0000000000000000E+00
+0.6582977983411200E+03 +0.2878721866357612E-04 +0.0000000000000000E+00
+0.6583159392636934E+03 +0.2899024982924945E-04 +0.0000000000000000E+00
+0.6583340801862668E+03 +0.2919554873831894E-04 +0.0000000000000000E+00
+0.6583522211088400E+03 +0.2940315048525374E-04 +0.0000000000000000E+00
+0.6583703620314134E+03 +0.2961309086277723E-04 +0.0000000000000000E+00
+0.6583885029539867E+03 +0.2982540637889727E-04 +0.0000000000000000E+00
+0.6584066438765601E+03 +0.3004013427444121E-04 +0.0000000000000000E+00
+0.6584247847991334E+03 +0.3025731254109415E-04 +0.0000000000000000E+00
+0.6584429257217067E+03 +0.3047697993997213E-04 +0.0000000000000000E+00
+0.6584610666442801E+03 +0.3069917602072885E-04 +0.0000000000000000E+00
+0.6584792075668533E+03 +0.3092394114123806E-04 +0.0000000000000000E+00
+0.6584973484894267E+03 +0.3115131648785258E-04 +0.0000000000000000E+00
+0.6585154894120000E+03 +0.3138134409627383E-04 +0.0000000000000000E+00
+0.6585336303345733E+03 +0.3161406687303356E-04 +0.0000000000000000E+00
+0.6585517712571467E+03 +0.3184952861763399E-04 +0.0000000000000000E+00
+0.6585699121797201E+03 +0.3208777404535049E-04 +0.0000000000000000E+00
+0.6585880531022933E+03 +0.3232884881072629E-04 +0.0000000000000000E+00
+0.6586061940248667E+03 +0.3257279953179013E-04 +0.0000000000000000E+00
+0.6586243349474400E+03 +0.3281967381500306E-04 +0.0000000000000000E+00
+0.6586424758700134E+03 +0.3306952028098677E-04 +0.0000000000000000E+00
+0.6586606167925867E+03 +0.3332238859103940E-04 +0.0000000000000000E+00
+0.6586787577151600E+03 +0.3357832947448484E-04 +0.0000000000000000E+00
+0.6586968986377334E+03 +0.3383739475686224E-04 +0.0000000000000000E+00
+0.6587150395603068E+03 +0.3409963738901467E-04 +0.0000000000000000E+00
+0.6587331804828800E+03 +0.3436511147708763E-04 +0.0000000000000000E+00
+0.6587513214054534E+03 +0.3463387231348737E-04 +0.0000000000000000E+00
+0.6587694623280267E+03 +0.3490597640881161E-04 +0.0000000000000000E+00
+0.6587876032506001E+03 +0.3518148152481797E-04 +0.0000000000000000E+00
+0.6588057441731734E+03 +0.3546044670844701E-04 +0.0000000000000000E+00
+0.6588238850957466E+03 +0.3574293232694560E-04 +0.0000000000000000E+00
+0.6588420260183200E+03 +0.3602900010414186E-04 +0.0000000000000000E+00
+0.6588601669408934E+03 +0.3631871315789050E-04 +0.0000000000000000E+00
+0.6588783078634667E+03 +0.3661213603876488E-04 +0.0000000000000000E+00
+0.6588964487860400E+03 +0.3690933477001861E-04 +0.0000000000000000E+00
+0.6589145897086133E+03 +0.3721037688888484E-04 +0.0000000000000000E+00
+0.6589327306311867E+03 +0.3751533148923867E-04 +0.0000000000000000E+00
+0.6589508715537601E+03 +0.3782426926570910E-04 +0.0000000000000000E+00
+0.6589690124763334E+03 +0.3813726255927284E-04 +0.0000000000000000E+00
+0.6589871533989067E+03 +0.3845438540439528E-04 +0.0000000000000000E+00
+0.6590052943214801E+03 +0.3877571357779113E-04 +0.0000000000000000E+00
+0.6590234352440534E+03 +0.3910132464884094E-04 +0.0000000000000000E+00
+0.6590415761666268E+03 +0.3943129803176628E-04 +0.0000000000000000E+00
+0.6590597170892000E+03 +0.3976571503960665E-04 +0.0000000000000000E+00
+0.6590778580117734E+03 +0.4010465894009163E-04 +0.0000000000000000E+00
+0.6590959989343468E+03 +0.4044821501345848E-04 +0.0000000000000000E+00
+0.6591141398569200E+03 +0.4079647061232987E-04 +0.0000000000000000E+00
+0.6591322807794934E+03 +0.4114951522370971E-04 +0.0000000000000000E+00
+0.6591504217020666E+03 +0.4150744053320637E-04 +0.0000000000000000E+00
+0.6591685626246400E+03 +0.4187034049154688E-04 +0.0000000000000000E+00
+0.6591867035472134E+03 +0.4223831138351785E-04 +0.0000000000000000E+00
+0.6592048444697867E+03 +0.4261145189940623E-04 +0.0000000000000000E+00
+0.6592229853923600E+03 +0.4298986320905791E-04 +0.0000000000000000E+00
+0.6592411263149334E+03 +0.4337364903867700E-04 +0.0000000000000000E+00
+0.6592592672375067E+03 +0.4376291575045331E-04 +0.0000000000000000E+00
+0.6592774081600801E+03 +0.4415777242518500E-04 +0.0000000000000000E+00
+0.6592955490826533E+03 +0.4455833094799323E-04 +0.0000000000000000E+00
