# Loss function L(Q,w) and dynamical structure factor S(Q,w)
#
# L(Q,w)= -Im(1/eps_m(Q,w) [1]
# S(Q,w)= L(Q,w)*|Q|^2*/(4 pi^2 n_val) [Energy^-1]
#
# Momentum transfer Q=G+q in lattice coordinates
# G:   0   0   0
# q:   0.0000000   0.0000000   0.0000000
# Momentum transfer Q=G+q in Cartesian coordinates
# G:   0.0000000   0.0000000   0.0000000
# q:   0.0000000   0.0000000   0.0000000
# Norm2(G+q)   0.0000000
#
#   Frequency/(eV/hbar)                  L(Q,w)             S(Q,w)*1000
+0.9084066978596667E+01 +0.6908215583490062E-02 +0.0000000000000000E+00
+0.9099940285848334E+01 +0.6944057482314381E-02 +0.0000000000000000E+00
+0.9115813593100000E+01 +0.6980190234661272E-02 +0.0000000000000000E+00
+0.9131686900351667E+01 +0.7016617564727823E-02 +0.0000000000000000E+00
+0.9147560207603334E+01 +0.7053343259976143E-02 +0.0000000000000000E+00
+0.9163433514855001E+01 +0.7090371172474894E-02 +0.0000000000000000E+00
+0.9179306822106668E+01 +0.7127705220275036E-02 +0.0000000000000000E+00
+0.9195180129358333E+01 +0.7165349388820469E-02 +0.0000000000000000E+00
+0.9211053436609999E+01 +0.7203307732394757E-02 +0.0000000000000000E+00
+0.9226926743861666E+01 +0.7241584375605035E-02 +0.0000000000000000E+00
+0.9242800051113335E+01 +0.7280183514904146E-02 +0.0000000000000000E+00
+0.9258673358365000E+01 +0.7319109420152171E-02 +0.0000000000000000E+00
+0.9274546665616667E+01 +0.7358366436218611E-02 +0.0000000000000000E+00
+0.9290419972868333E+01 +0.7397958984626233E-02 +0.0000000000000000E+00
+0.9306293280120000E+01 +0.7437891565238242E-02 +0.0000000000000000E+00
+0.9322166587371667E+01 +0.7478168757989524E-02 +0.0000000000000000E+00
+0.9338039894623332E+01 +0.7518795224663996E-02 +0.0000000000000000E+00
+0.9353913201875001E+01 +0.7559775710718895E-02 +0.0000000000000000E+00
+0.9369786509126667E+01 +0.7601115047157717E-02 +0.0000000000000000E+00
+0.9385659816378334E+01 +0.7642818152453403E-02 +0.0000000000000000E+00
+0.9401533123629999E+01 +0.7684890034523086E-02 +0.0000000000000000E+00
+0.9417406430881666E+01 +0.7727335792756224E-02 +0.0000000000000000E+00
+0.9433279738133335E+01 +0.7770160620097707E-02 +0.0000000000000000E+00
+0.9449153045385001E+01 +0.7813369805187636E-02 +0.0000000000000000E+00
+0.9465026352636666E+01 +0.7856968734559679E-02 +0.0000000000000000E+00
+0.9480899659888333E+01 +0.7900962894899832E-02 +0.0000000000000000E+00
+0.9496772967140000E+01 +0.7945357875367369E-02 +0.0000000000000000E+00
+0.9512646274391667E+01 +0.7990159369980196E-02 +0.0000000000000000E+00
+0.9528519581643332E+01 +0.8035373180066599E-02 +0.0000000000000000E+00
+0.9544392888895000E+01 +0.8081005216785484E-02 +0.0000000000000000E+00
+0.9560266196146667E+01 +0.8127061503717323E-02 +0.0000000000000000E+00
+0.9576139503398334E+01 +0.8173548179528367E-02 +0.0000000000000000E+00
+0.9592012810649999E+01 +0.8220471500710098E-02 +0.0000000000000000E+00
+0.9607886117901666E+01 +0.8267837844396810E-02 +0.0000000000000000E+00
+0.9623759425153333E+01 +0.8315653711263631E-02 +0.0000000000000000E+00
+0.9639632732405000E+01 +0.8363925728507835E-02 +0.0000000000000000E+00
+0.9655506039656668E+01 +0.8412660652916168E-02 +0.0000000000000000E+00
+0.9671379346908333E+01 +0.8461865374020942E-02 +0.0000000000000000E+00
+0.9687252654160000E+01 +0.8511546917348189E-02 +0.0000000000000000E+00
+0.9703125961411667E+01 +0.8561712447760692E-02 +0.0000000000000000E+00
+0.9718999268663334E+01 +0.8612369272899257E-02 +0.0000000000000000E+00
+0.9734872575915000E+01 +0.8663524846725713E-02 +0.0000000000000000E+00
+0.9750745883166667E+01 +0.8715186773170746E-02 +0.0000000000000000E+00
+0.9766619190418334E+01 +0.8767362809890756E-02 +0.0000000000000000E+00
+0.9782492497670001E+01 +0.8820060872136867E-02 +0.0000000000000000E+00
+0.9798365804921666E+01 +0.8873289036740652E-02 +0.0000000000000000E+00
+0.9814239112173333E+01 +0.8927055546220069E-02 +0.0000000000000000E+00
+0.9830112419424999E+01 +0.8981368813010249E-02 +0.0000000000000000E+00
+0.9845985726676668E+01 +0.9036237423823382E-02 +0.0000000000000000E+00
+0.9861859033928333E+01 +0.9091670144142298E-02 +0.0000000000000000E+00
+0.9877732341180000E+01 +0.9147675922852514E-02 +0.0000000000000000E+00
+0.9893605648431667E+01 +0.9204263897017759E-02 +0.0000000000000000E+00
+0.9909478955683333E+01 +0.9261443396804011E-02 +0.0000000000000000E+00
+0.9925352262935000E+01 +0.9319223950557745E-02 +0.0000000000000000E+00
+0.9941225570186665E+01 +0.9377615290043415E-02 +0.0000000000000000E+00
+0.9957098877438334E+01 +0.9436627355846810E-02 +0.0000000000000000E+00
+0.9972972184690001E+01 +0.9496270302949545E-02 +0.0000000000000000E+00
+0.9988845491941667E+01 +0.9556554506481633E-02 +0.0000000000000000E+00
+0.1000471879919333E+02 +0.9617490567658357E-02 +0.0000000000000000E+00
+0.1002059210644500E+02 +0.9679089319908636E-02 +0.0000000000000000E+00
+0.1003646541369667E+02 +0.9741361835201724E-02 +0.0000000000000000E+00
+0.1005233872094833E+02 +0.9804319430580063E-02 +0.0000000000000000E+00
+0.1006821202820000E+02 +0.9867973674905776E-02 +0.0000000000000000E+00
+0.1008408533545167E+02 +0.9932336395829296E-02 +0.0000000000000000E+00
+0.1009995864270333E+02 +0.9997419686988140E-02 +0.0000000000000000E+00
+0.1011583194995500E+02 +0.1006323591544535E-01 +0.0000000000000000E+00
+0.1013170525720667E+02 +0.1012979772937615E-01 +0.0000000000000000E+00
+0.1014757856445833E+02 +0.1019711806601305E-01 +0.0000000000000000E+00
+0.1016345187171000E+02 +0.1026521015985919E-01 +0.0000000000000000E+00
+0.1017932517896167E+02 +0.1033408755118052E-01 +0.0000000000000000E+00
+0.1019519848621333E+02 +0.1040376409478796E-01 +0.0000000000000000E+00
+0.1021107179346500E+02 +0.1047425396912083E-01 +0.0000000000000000E+00
+0.1022694510071667E+02 +0.1054557168564384E-01 +0.0000000000000000E+00
+0.1024281840796833E+02 +0.1061773209857004E-01 +0.0000000000000000E+00
+0.1025869171522000E+02 +0.1069075041492292E-01 +0.0000000000000000E+00
+0.1027456502247167E+02 +0.1076464220495162E-01 +0.0000000000000000E+00
+0.1029043832972333E+02 +0.1083942341291336E-01 +0.0000000000000000E+00
+0.1030631163697500E+02 +0.1091511036823829E-01 +0.0000000000000000E+00
+0.1032218494422667E+02 +0.1099171979709281E-01 +0.0000000000000000E+00
+0.1033805825147833E+02 +0.1106926883435746E-01 +0.0000000000000000E+00
+0.1035393155873000E+02 +0.1114777503603692E-01 +0.0000000000000000E+00
+0.1036980486598167E+02 +0.1122725639212037E-01 +0.0000000000000000E+00
+0.1038567817323333E+02 +0.1130773133991082E-01 +0.0000000000000000E+00
+0.1040155148048500E+02 +0.1138921877784410E-01 +0.0000000000000000E+00
+0.1041742478773667E+02 +0.1147173807981742E-01 +0.0000000000000000E+00
+0.1043329809498833E+02 +0.1155530911005016E-01 +0.0000000000000000E+00
+0.1044917140224000E+02 +0.1163995223849966E-01 +0.0000000000000000E+00
+0.1046504470949167E+02 +0.1172568835685606E-01 +0.0000000000000000E+00
+0.1048091801674333E+02 +0.1181253889514158E-01 +0.0000000000000000E+00
+0.1049679132399500E+02 +0.1190052583894088E-01 +0.0000000000000000E+00
+0.1051266463124667E+02 +0.1198967174729034E-01 +0.0000000000000000E+00
+0.1052853793849833E+02 +0.1207999977125561E-01 +0.0000000000000000E+00
+0.1054441124575000E+02 +0.1217153367322835E-01 +0.0000000000000000E+00
+0.1056028455300167E+02 +0.1226429784697456E-01 +0.0000000000000000E+00
+0.1057615786025333E+02 +0.1235831733846837E-01 +0.0000000000000000E+00
+0.1059203116750500E+02 +0.1245361786754750E-01 +0.0000000000000000E+00
+0.1060790447475667E+02 +0.1255022585042791E-01 +0.0000000000000000E+00
+0.1062377778200833E+02 +0.1264816842311716E-01 +0.0000000000000000E+00
+0.1063965108926000E+02 +0.1274747346576869E-01 +0.0000000000000000E+00
+0.1065552439651167E+02 +0.1284816962802068E-01 +0.0000000000000000E+00
+0.1067139770376333E+02 +0.1295028635536623E-01 +0.0000000000000000E+00
+0.1068727101101500E+02 +0.1305385391660303E-01 +0.0000000000000000E+00
+0.1070314431826667E+02 +0.1315890343241515E-01 +0.0000000000000000E+00
+0.1071901762551833E+02 +0.1326546690514013E-01 +0.0000000000000000E+00
+0.1073489093277000E+02 +0.1337357724977951E-01 +0.0000000000000000E+00
+0.1075076424002167E+02 +0.1348326832631293E-01 +0.0000000000000000E+00
+0.1076663754727333E+02 +0.1359457497337960E-01 +0.0000000000000000E+00
+0.1078251085452500E+02 +0.1370753304339494E-01 +0.0000000000000000E+00
+0.1079838416177667E+02 +0.1382217943917311E-01 +0.0000000000000000E+00
+0.1081425746902833E+02 +0.1393855215213116E-01 +0.0000000000000000E+00
+0.1083013077628000E+02 +0.1405669030215430E-01 +0.0000000000000000E+00
+0.1084600408353167E+02 +0.1417663417920614E-01 +0.0000000000000000E+00
+0.1086187739078333E+02 +0.1429842528677360E-01 +0.0000000000000000E+00
+0.1087775069803500E+02 +0.1442210638724008E-01 +0.0000000000000000E+00
+0.1089362400528667E+02 +0.1454772154928735E-01 +0.0000000000000000E+00
+0.1090949731253833E+02 +0.1467531619743123E-01 +0.0000000000000000E+00
+0.1092537061979000E+02 +0.1480493716380389E-01 +0.0000000000000000E+00
+0.1094124392704167E+02 +0.1493663274230088E-01 +0.0000000000000000E+00
+0.1095711723429333E+02 +0.1507045274521937E-01 +0.0000000000000000E+00
+0.1097299054154500E+02 +0.1520644856252102E-01 +0.0000000000000000E+00
+0.1098886384879667E+02 +0.1534467322386164E-01 +0.0000000000000000E+00
+0.1100473715604833E+02 +0.1548518146353805E-01 +0.0000000000000000E+00
+0.1102061046330000E+02 +0.1562802978851265E-01 +0.0000000000000000E+00
+0.1103648377055167E+02 +0.1577327654968586E-01 +0.0000000000000000E+00
+0.1105235707780333E+02 +0.1592098201659709E-01 +0.0000000000000000E+00
+0.1106823038505500E+02 +0.1607120845574744E-01 +0.0000000000000000E+00
+0.1108410369230667E+02 +0.1622402021274894E-01 +0.0000000000000000E+00
+0.1109997699955833E+02 +0.1637948379851828E-01 +0.0000000000000000E+00
+0.1111585030681000E+02 +0.1653766797974863E-01 +0.0000000000000000E+00
+0.1113172361406167E+02 +0.1669864387390677E-01 +0.0000000000000000E+00
+0.1114759692131333E+02 +0.1686248504902066E-01 +0.0000000000000000E+00
+0.1116347022856500E+02 +0.1702926762853958E-01 +0.0000000000000000E+00
+0.1117934353581667E+02 +0.1719907040156854E-01 +0.0000000000000000E+00
+0.1119521684306833E+02 +0.1737197493879899E-01 +0.0000000000000000E+00
+0.1121109015032000E+02 +0.1754806571448016E-01 +0.0000000000000000E+00
+0.1122696345757167E+02 +0.1772743023479981E-01 +0.0000000000000000E+00
+0.1124283676482333E+02 +0.1791015917306775E-01 +0.0000000000000000E+00
+0.1125871007207500E+02 +0.1809634651212509E-01 +0.0000000000000000E+00
+0.1127458337932667E+02 +0.1828608969443098E-01 +0.0000000000000000E+00
+0.1129045668657833E+02 +0.1847948978031200E-01 +0.0000000000000000E+00
+0.1130632999383000E+02 +0.1867665161489453E-01 +0.0000000000000000E+00
+0.1132220330108167E+02 +0.1887768400427805E-01 +0.0000000000000000E+00
+0.1133807660833333E+02 +0.1908269990155025E-01 +0.0000000000000000E+00
+0.1135394991558500E+02 +0.1929181660328808E-01 +0.0000000000000000E+00
+0.1136982322283667E+02 +0.1950515595723862E-01 +0.0000000000000000E+00
+0.1138569653008833E+02 +0.1972284458192731E-01 +0.0000000000000000E+00
+0.1140156983734000E+02 +0.1994501409899647E-01 +0.0000000000000000E+00
+0.1141744314459167E+02 +0.2017180137914315E-01 +0.0000000000000000E+00
+0.1143331645184333E+02 +0.2040334880259051E-01 +0.0000000000000000E+00
+0.1144918975909500E+02 +0.2063980453510353E-01 +0.0000000000000000E+00
+0.1146506306634667E+02 +0.2088132282064030E-01 +0.0000000000000000E+00
+0.1148093637359833E+02 +0.2112806429181933E-01 +0.0000000000000000E+00
+0.1149680968085000E+02 +0.2138019629948044E-01 +0.0000000000000000E+00
+0.1151268298810167E+02 +0.2163789326272268E-01 +0.0000000000000000E+00
+0.1152855629535333E+02 +0.2190133704091995E-01 +0.0000000000000000E+00
+0.1154442960260500E+02 +0.2217071732934187E-01 +0.0000000000000000E+00
+0.1156030290985667E+02 +0.2244623208014871E-01 +0.0000000000000000E+00
+0.1157617621710833E+02 +0.2272808795068185E-01 +0.0000000000000000E+00
+0.1159204952436000E+02 +0.2301650078114248E-01 +0.0000000000000000E+00
+0.1160792283161167E+02 +0.2331169610393678E-01 +0.0000000000000000E+00
+0.1162379613886333E+02 +0.2361390968717206E-01 +0.0000000000000000E+00
+0.1163966944611500E+02 +0.2392338811501648E-01 +0.0000000000000000E+00
+0.1165554275336667E+02 +0.2424038940788492E-01 +0.0000000000000000E+00
+0.1167141606061833E+02 +0.2456518368569342E-01 +0.0000000000000000E+00
+0.1168728936787000E+02 +0.2489805387773239E-01 +0.0000000000000000E+00
+0.1170316267512167E+02 +0.2523929648305018E-01 +0.0000000000000000E+00
+0.1171903598237333E+02 +0.2558922238562012E-01 +0.0000000000000000E+00
+0.1173490928962500E+02 +0.2594815772898735E-01 +0.0000000000000000E+00
+0.1175078259687667E+02 +0.2631644485556126E-01 +0.0000000000000000E+00
+0.1176665590412833E+02 +0.2669444331624849E-01 +0.0000000000000000E+00
+0.1178252921138000E+02 +0.2708253095670615E-01 +0.0000000000000000E+00
+0.1179840251863167E+02 +0.2748110508715589E-01 +0.0000000000000000E+00
+0.1181427582588333E+02 +0.2789058374343212E-01 +0.0000000000000000E+00
+0.1183014913313500E+02 +0.2831140704777015E-01 +0.0000000000000000E+00
+0.1184602244038667E+02 +0.2874403867876450E-01 +0.0000000000000000E+00
+0.1186189574763833E+02 +0.2918896746097661E-01 +0.0000000000000000E+00
+0.1187776905489000E+02 +0.2964670908584913E-01 +0.0000000000000000E+00
+0.1189364236214167E+02 +0.3011780797691259E-01 +0.0000000000000000E+00
+0.1190951566939333E+02 +0.3060283931377721E-01 +0.0000000000000000E+00
+0.1192538897664500E+02 +0.3110241123109698E-01 +0.0000000000000000E+00
+0.1194126228389667E+02 +0.3161716721062616E-01 +0.0000000000000000E+00
+0.1195713559114833E+02 +0.3214778868666510E-01 +0.0000000000000000E+00
+0.1197300889840000E+02 +0.3269499788767484E-01 +0.0000000000000000E+00
+0.1198888220565167E+02 +0.3325956093965193E-01 +0.0000000000000000E+00
+0.1200475551290333E+02 +0.3384229126004783E-01 +0.0000000000000000E+00
+0.1202062882015500E+02 +0.3444405327465211E-01 +0.0000000000000000E+00
+0.1203650212740667E+02 +0.3506576649397462E-01 +0.0000000000000000E+00
+0.1205237543465833E+02 +0.3570840999034042E-01 +0.0000000000000000E+00
+0.1206824874191000E+02 +0.3637302732220218E-01 +0.0000000000000000E+00
+0.1208412204916167E+02 +0.3706073195815365E-01 +0.0000000000000000E+00
+0.1209999535641333E+02 +0.3777271325985425E-01 +0.0000000000000000E+00
+0.1211586866366500E+02 +0.3851024309059353E-01 +0.0000000000000000E+00
+0.1213174197091667E+02 +0.3927468312457823E-01 +0.0000000000000000E+00
+0.1214761527816833E+02 +0.4006749294118191E-01 +0.0000000000000000E+00
+0.1216348858542000E+02 +0.4089023899829143E-01 +0.0000000000000000E+00
+0.1217936189267167E+02 +0.4174460458931474E-01 +0.0000000000000000E+00
+0.1219523519992333E+02 +0.4263240089901192E-01 +0.0000000000000000E+00
+0.1221110850717500E+02 +0.4355557928345329E-01 +0.0000000000000000E+00
+0.1222698181442667E+02 +0.4451624490803124E-01 +0.0000000000000000E+00
+0.1224285512167833E+02 +0.4551667188294110E-01 +0.0000000000000000E+00
+0.1225872842893000E+02 +0.4655932003532902E-01 +0.0000000000000000E+00
+0.1227460173618167E+02 +0.4764685344753838E-01 +0.0000000000000000E+00
+0.1229047504343333E+02 +0.4878216086580277E-01 +0.0000000000000000E+00
+0.1230634835068500E+02 +0.4996837803482229E-01 +0.0000000000000000E+00
+0.1232222165793667E+02 +0.5120891192858831E-01 +0.0000000000000000E+00
+0.1233809496518833E+02 +0.5250746670887632E-01 +0.0000000000000000E+00
+0.1235396827244000E+02 +0.5386807102516994E-01 +0.0000000000000000E+00
+0.1236984157969167E+02 +0.5529510593925784E-01 +0.0000000000000000E+00
+0.1238571488694333E+02 +0.5679333226896303E-01 +0.0000000000000000E+00
+0.1240158819419500E+02 +0.5836791544084005E-01 +0.0000000000000000E+00
+0.1241746150144667E+02 +0.6002444495336948E-01 +0.0000000000000000E+00
+0.1243333480869833E+02 +0.6176894421069332E-01 +0.0000000000000000E+00
+0.1244920811595000E+02 +0.6360786474180435E-01 +0.0000000000000000E+00
+0.1246508142320167E+02 +0.6554805668244565E-01 +0.0000000000000000E+00
+0.1248095473045333E+02 +0.6759670501397311E-01 +0.0000000000000000E+00
+0.1249682803770500E+02 +0.6976121882426167E-01 +0.0000000000000000E+00
+0.1251270134495667E+02 +0.7204905958304730E-01 +0.0000000000000000E+00
+0.1252857465220833E+02 +0.7446749546086921E-01 +0.0000000000000000E+00
+0.1254444795946000E+02 +0.7702327401484908E-01 +0.0000000000000000E+00
+0.1256032126671167E+02 +0.7972221744675582E-01 +0.0000000000000000E+00
+0.1257619457396333E+02 +0.8256876522686893E-01 +0.0000000000000000E+00
+0.1259206788121500E+02 +0.8556551915558892E-01 +0.0000000000000000E+00
+0.1260794118846667E+02 +0.8871288482701303E-01 +0.0000000000000000E+00
+0.1262381449571833E+02 +0.9200894697089756E-01 +0.0000000000000000E+00
+0.1263968780297000E+02 +0.9544975537071754E-01 +0.0000000000000000E+00
+0.1265556111022167E+02 +0.9903021390035623E-01 +0.0000000000000000E+00
+0.1267143441747333E+02 +0.1027457222585572E+00 +0.0000000000000000E+00
+0.1268730772472500E+02 +0.1065945736507901E+00 +0.0000000000000000E+00
+0.1270318103197667E+02 +0.1105808475756951E+00 +0.0000000000000000E+00
+0.1271905433922833E+02 +0.1147172301584439E+00 +0.0000000000000000E+00
+0.1273492764648000E+02 +0.1190270217231566E+00 +0.0000000000000000E+00
+0.1275080095373167E+02 +0.1235447285073318E+00 +0.0000000000000000E+00
+0.1276667426098333E+02 +0.1283150917800481E+00 +0.0000000000000000E+00
+0.1278254756823500E+02 +0.1333909648375371E+00 +0.0000000000000000E+00
+0.1279842087548667E+02 +0.1388308055805315E+00 +0.0000000000000000E+00
+0.1281429418273833E+02 +0.1446965524021044E+00 +0.0000000000000000E+00
+0.1283016748999000E+02 +0.1510523694605683E+00 +0.0000000000000000E+00
+0.1284604079724167E+02 +0.1579643878233119E+00 +0.0000000000000000E+00
+0.1286191410449333E+02 +0.1655013016696327E+00 +0.0000000000000000E+00
+0.1287778741174500E+02 +0.1737355621873796E+00 +0.0000000000000000E+00
+0.1289366071899667E+02 +0.1827449149004817E+00 +0.0000000000000000E+00
+0.1290953402624833E+02 +0.1926140872111438E+00 +0.0000000000000000E+00
+0.1292540733350000E+02 +0.2034365012754972E+00 +0.0000000000000000E+00
+0.1294128064075167E+02 +0.2153159356847582E+00 +0.0000000000000000E+00
+0.1295715394800333E+02 +0.2283680787105273E+00 +0.0000000000000000E+00
+0.1297302725525500E+02 +0.2427219057548805E+00 +0.0000000000000000E+00
+0.1298890056250667E+02 +0.2585207753797312E+00 +0.0000000000000000E+00
+0.1300477386975833E+02 +0.2759230709754001E+00 +0.0000000000000000E+00
+0.1302064717701000E+02 +0.2951021144095231E+00 +0.0000000000000000E+00
+0.1303652048426167E+02 +0.3162449362227290E+00 +0.0000000000000000E+00
+0.1305239379151333E+02 +0.3395492944850771E+00 +0.0000000000000000E+00
+0.1306826709876500E+02 +0.3652180827556722E+00 +0.0000000000000000E+00
+0.1308414040601667E+02 +0.3934499554755623E+00 +0.0000000000000000E+00
+0.1310001371326833E+02 +0.4244246445798088E+00 +0.0000000000000000E+00
+0.1311588702052000E+02 +0.4582811023061286E+00 +0.0000000000000000E+00
+0.1313176032777167E+02 +0.4950864135347481E+00 +0.0000000000000000E+00
+0.1314763363502333E+02 +0.5347936259391156E+00 +0.0000000000000000E+00
+0.1316350694227500E+02 +0.5771876589642877E+00 +0.0000000000000000E+00
+0.1317938024952667E+02 +0.6218208493237642E+00 +0.0000000000000000E+00
+0.1319525355677833E+02 +0.6679440894743158E+00 +0.0000000000000000E+00
+0.1321112686403000E+02 +0.7144461952548961E+00 +0.0000000000000000E+00
+0.1322700017128167E+02 +0.7598222907455130E+00 +0.0000000000000000E+00
+0.1324287347853333E+02 +0.8021987441680800E+00 +0.0000000000000000E+00
+0.1325874678578500E+02 +0.8394420951230338E+00 +0.0000000000000000E+00
+0.1327462009303667E+02 +0.8693659534301613E+00 +0.0000000000000000E+00
+0.1329049340028833E+02 +0.8900200379269112E+00 +0.0000000000000000E+00
+0.1330636670754000E+02 +0.9000062846728990E+00 +0.0000000000000000E+00
+0.1332224001479167E+02 +0.8987372784089256E+00 +0.0000000000000000E+00
+0.1333811332204333E+02 +0.8865543600172889E+00 +0.0000000000000000E+00
+0.1335398662929500E+02 +0.8646643949301696E+00 +0.0000000000000000E+00
+0.1336985993654667E+02 +0.8349175030659416E+00 +0.0000000000000000E+00
+0.1338573324379833E+02 +0.7994994230276858E+00 +0.0000000000000000E+00
+0.1340160655105000E+02 +0.7606267923444083E+00 +0.0000000000000000E+00
+0.1341747985830167E+02 +0.7203116875195991E+00 +0.0000000000000000E+00
+0.1343335316555333E+02 +0.6802230003065227E+00 +0.0000000000000000E+00
+0.1344922647280500E+02 +0.6416381451216219E+00 +0.0000000000000000E+00
+0.1346509978005667E+02 +0.6054600334370187E+00 +0.0000000000000000E+00
+0.1348097308730833E+02 +0.5722706522886963E+00 +0.0000000000000000E+00
+0.1349684639456000E+02 +0.5423978725704033E+00 +0.0000000000000000E+00
+0.1351271970181167E+02 +0.5159802329441642E+00 +0.0000000000000000E+00
+0.1352859300906333E+02 +0.4930217368387476E+00 +0.0000000000000000E+00
+0.1354446631631500E+02 +0.4734338370814896E+00 +0.0000000000000000E+00
+0.1356033962356667E+02 +0.4570648271988210E+00 +0.0000000000000000E+00
+0.1357621293081833E+02 +0.4437183957469337E+00 +0.0000000000000000E+00
+0.1359208623807000E+02 +0.4331637344012321E+00 +0.0000000000000000E+00
+0.1360795954532167E+02 +0.4251397433155625E+00 +0.0000000000000000E+00
