# Loss function L(Q,w) and dynamical structure factor S(Q,w)
#
# L(Q,w)= -Im(1/eps_m(Q,w) [1]
# S(Q,w)= L(Q,w)*|Q|^2*/(4 pi^2 n_val) [Energy^-1]
#
# Momentum transfer Q=G+q in lattice coordinates
# G:   0   0   0
# q:   0.0000000   0.0000000   0.0000000
# Momentum transfer Q=G+q in Cartesian coordinates
# G:   0.0000000   0.0000000   0.0000000
# q:   0.0000000   0.0000000   0.0000000
# Norm2(G+q)   0.0000000
#
#   Frequency/(eV/hbar)                  L(Q,w)             S(Q,w)*1000
+0.3662634126633427E+03 +0.5419757812775321E-04 +0.0000000000000000E+00
+0.3663196495233200E+03 +0.5455313924353872E-04 +0.0000000000000000E+00
+0.3663758863832974E+03 +0.5491247278740705E-04 +0.0000000000000000E+00
+0.3664321232432747E+03 +0.5527563561984652E-04 +0.0000000000000000E+00
+0.3664883601032520E+03 +0.5564268573502975E-04 +0.0000000000000000E+00
+0.3665445969632294E+03 +0.5601368228937300E-04 +0.0000000000000000E+00
+0.3666008338232067E+03 +0.5638868563097639E-04 +0.0000000000000000E+00
+0.3666570706831840E+03 +0.5676775732997878E-04 +0.0000000000000000E+00
+0.3667133075431614E+03 +0.5715096020985333E-04 +0.0000000000000000E+00
+0.3667695444031387E+03 +0.5753835837968924E-04 +0.0000000000000000E+00
+0.3668257812631160E+03 +0.5793001726748711E-04 +0.0000000000000000E+00
+0.3668820181230934E+03 +0.5832600365450994E-04 +0.0000000000000000E+00
+0.3669382549830707E+03 +0.5872638571073334E-04 +0.0000000000000000E+00
+0.3669944918430480E+03 +0.5913123303142890E-04 +0.0000000000000000E+00
+0.3670507287030254E+03 +0.5954061667492911E-04 +0.0000000000000000E+00
+0.3671069655630027E+03 +0.5995460920162180E-04 +0.0000000000000000E+00
+0.3671632024229800E+03 +0.6037328471421265E-04 +0.0000000000000000E+00
+0.3672194392829574E+03 +0.6079671889931697E-04 +0.0000000000000000E+00
+0.3672756761429347E+03 +0.6122498907042263E-04 +0.0000000000000000E+00
+0.3673319130029120E+03 +0.6165817421228308E-04 +0.0000000000000000E+00
+0.3673881498628894E+03 +0.6209635502680020E-04 +0.0000000000000000E+00
+0.3674443867228667E+03 +0.6253961398044718E-04 +0.0000000000000000E+00
+0.3675006235828440E+03 +0.6298803535330604E-04 +0.0000000000000000E+00
+0.3675568604428214E+03 +0.6344170528977300E-04 +0.0000000000000000E+00
+0.3676130973027987E+03 +0.6390071185100717E-04 +0.0000000000000000E+00
+0.3676693341627760E+03 +0.6436514506919334E-04 +0.0000000000000000E+00
+0.3677255710227534E+03 +0.6483509700369152E-04 +0.0000000000000000E+00
+0.3677818078827307E+03 +0.6531066179915084E-04 +0.0000000000000000E+00
+0.3678380447427081E+03 +0.6579193574567697E-04 +0.0000000000000000E+00
+0.3678942816026853E+03 +0.6627901734112831E-04 +0.0000000000000000E+00
+0.3679505184626627E+03 +0.6677200735564397E-04 +0.0000000000000000E+00
+0.3680067553226401E+03 +0.6727100889848784E-04 +0.0000000000000000E+00
+0.3680629921826173E+03 +0.6777612748731398E-04 +0.0000000000000000E+00
+0.3681192290425947E+03 +0.6828747111996077E-04 +0.0000000000000000E+00
+0.3681754659025721E+03 +0.6880515034887692E-04 +0.0000000000000000E+00
+0.3682317027625493E+03 +0.6932927835829838E-04 +0.0000000000000000E+00
+0.3682879396225267E+03 +0.6985997104430403E-04 +0.0000000000000000E+00
+0.3683441764825041E+03 +0.7039734709786462E-04 +0.0000000000000000E+00
+0.3684004133424813E+03 +0.7094152809103481E-04 +0.0000000000000000E+00
+0.3684566502024587E+03 +0.7149263856641902E-04 +0.0000000000000000E+00
+0.3685128870624361E+03 +0.7205080613006289E-04 +0.0000000000000000E+00
+0.3685691239224133E+03 +0.7261616154793456E-04 +0.0000000000000000E+00
+0.3686253607823907E+03 +0.7318883884615037E-04 +0.0000000000000000E+00
+0.3686815976423680E+03 +0.7376897541512599E-04 +0.0000000000000000E+00
+0.3687378345023454E+03 +0.7435671211784002E-04 +0.0000000000000000E+00
+0.3687940713623227E+03 +0.7495219340239360E-04 +0.0000000000000000E+00
+0.3688503082223000E+03 +0.7555556741908544E-04 +0.0000000000000000E+00
+0.3689065450822774E+03 +0.7616698614220467E-04 +0.0000000000000000E+00
+0.3689627819422547E+03 +0.7678660549677733E-04 +0.0000000000000000E+00
+0.3690190188022320E+03 +0.7741458549051082E-04 +0.0000000000000000E+00
+0.3690752556622094E+03 +0.7805109035118315E-04 +0.0000000000000000E+00
+0.3691314925221867E+03 +0.7869628866975015E-04 +0.0000000000000000E+00
+0.3691877293821640E+03 +0.7935035354946316E-04 +0.0000000000000000E+00
+0.3692439662421414E+03 +0.8001346276128443E-04 +0.0000000000000000E+00
+0.3693002031021187E+03 +0.8068579890593668E-04 +0.0000000000000000E+00
+0.3693564399620960E+03 +0.8136754958291234E-04 +0.0000000000000000E+00
+0.3694126768220734E+03 +0.8205890756680589E-04 +0.0000000000000000E+00
+0.3694689136820507E+03 +0.8276007099135766E-04 +0.0000000000000000E+00
+0.3695251505420280E+03 +0.8347124354159488E-04 +0.0000000000000000E+00
+0.3695813874020054E+03 +0.8419263465452076E-04 +0.0000000000000000E+00
+0.3696376242619827E+03 +0.8492445972878626E-04 +0.0000000000000000E+00
+0.3696938611219600E+03 +0.8566694034383965E-04 +0.0000000000000000E+00
+0.3697500979819374E+03 +0.8642030448906614E-04 +0.0000000000000000E+00
+0.3698063348419147E+03 +0.8718478680345896E-04 +0.0000000000000000E+00
+0.3698625717018920E+03 +0.8796062882640396E-04 +0.0000000000000000E+00
+0.3699188085618694E+03 +0.8874807926020433E-04 +0.0000000000000000E+00
+0.3699750454218467E+03 +0.8954739424498749E-04 +0.0000000000000000E+00
+0.3700312822818240E+03 +0.9035883764671414E-04 +0.0000000000000000E+00
+0.3700875191418014E+03 +0.9118268135902292E-04 +0.0000000000000000E+00
+0.3701437560017787E+03 +0.9201920561971322E-04 +0.0000000000000000E+00
+0.3701999928617560E+03 +0.9286869934272505E-04 +0.0000000000000000E+00
+0.3702562297217333E+03 +0.9373146046651133E-04 +0.0000000000000000E+00
+0.3703124665817107E+03 +0.9460779631978124E-04 +0.0000000000000000E+00
+0.3703687034416881E+03 +0.9549802400566157E-04 +0.0000000000000000E+00
+0.3704249403016653E+03 +0.9640247080536507E-04 +0.0000000000000000E+00
+0.3704811771616427E+03 +0.9732147460258172E-04 +0.0000000000000000E+00
+0.3705374140216201E+03 +0.9825538432984437E-04 +0.0000000000000000E+00
+0.3705936508815973E+03 +0.9920456043824228E-04 +0.0000000000000000E+00
+0.3706498877415747E+03 +0.1001693753919543E-03 +0.0000000000000000E+00
+0.3707061246015521E+03 +0.1011502141891555E-03 +0.0000000000000000E+00
+0.3707623614615293E+03 +0.1021474749109936E-03 +0.0000000000000000E+00
+0.3708185983215067E+03 +0.1031615693004529E-03 +0.0000000000000000E+00
+0.3708748351814841E+03 +0.1041929233730347E-03 +0.0000000000000000E+00
+0.3709310720414613E+03 +0.1052419780613736E-03 +0.0000000000000000E+00
+0.3709873089014387E+03 +0.1063091898960279E-03 +0.0000000000000000E+00
+0.3710435457614160E+03 +0.1073950317248795E-03 +0.0000000000000000E+00
+0.3710997826213933E+03 +0.1084999934737772E-03 +0.0000000000000000E+00
+0.3711560194813707E+03 +0.1096245829512326E-03 +0.0000000000000000E+00
+0.3712122563413480E+03 +0.1107693267002308E-03 +0.0000000000000000E+00
+0.3712684932013254E+03 +0.1119347709004674E-03 +0.0000000000000000E+00
+0.3713247300613027E+03 +0.1131214823245540E-03 +0.0000000000000000E+00
+0.3713809669212800E+03 +0.1143300493520842E-03 +0.0000000000000000E+00
+0.3714372037812574E+03 +0.1155610830457205E-03 +0.0000000000000000E+00
+0.3714934406412347E+03 +0.1168152182938435E-03 +0.0000000000000000E+00
+0.3715496775012120E+03 +0.1180931150246935E-03 +0.0000000000000000E+00
+0.3716059143611894E+03 +0.1193954594973282E-03 +0.0000000000000000E+00
+0.3716621512211667E+03 +0.1207229656752071E-03 +0.0000000000000000E+00
+0.3717183880811440E+03 +0.1220763766887320E-03 +0.0000000000000000E+00
+0.3717746249411214E+03 +0.1234564663935818E-03 +0.0000000000000000E+00
+0.3718308618010987E+03 +0.1248640410323722E-03 +0.0000000000000000E+00
+0.3718870986610760E+03 +0.1262999410077694E-03 +0.0000000000000000E+00
+0.3719433355210534E+03 +0.1277650427759934E-03 +0.0000000000000000E+00
+0.3719995723810307E+03 +0.1292602608704560E-03 +0.0000000000000000E+00
+0.3720558092410080E+03 +0.1307865500661641E-03 +0.0000000000000000E+00
+0.3721120461009854E+03 +0.1323449076965817E-03 +0.0000000000000000E+00
+0.3721682829609627E+03 +0.1339363761357096E-03 +0.0000000000000000E+00
+0.3722245198209400E+03 +0.1355620454594080E-03 +0.0000000000000000E+00
+0.3722807566809174E+03 +0.1372230563013822E-03 +0.0000000000000000E+00
+0.3723369935408947E+03 +0.1389206029207275E-03 +0.0000000000000000E+00
+0.3723932304008720E+03 +0.1406559364996778E-03 +0.0000000000000000E+00
+0.3724494672608494E+03 +0.1424303686921003E-03 +0.0000000000000000E+00
+0.3725057041208267E+03 +0.1442452754453333E-03 +0.0000000000000000E+00
+0.3725619409808040E+03 +0.1461021011204148E-03 +0.0000000000000000E+00
+0.3726181778407814E+03 +0.1480023629383032E-03 +0.0000000000000000E+00
+0.3726744147007587E+03 +0.1499476557826938E-03 +0.0000000000000000E+00
+0.3727306515607360E+03 +0.1519396573933552E-03 +0.0000000000000000E+00
+0.3727868884207134E+03 +0.1539801339875767E-03 +0.0000000000000000E+00
+0.3728431252806907E+03 +0.1560709463515387E-03 +0.0000000000000000E+00
+0.3728993621406681E+03 +0.1582140564481325E-03 +0.0000000000000000E+00
+0.3729555990006453E+03 +0.1604115345929853E-03 +0.0000000000000000E+00
+0.3730118358606227E+03 +0.1626655672565368E-03 +0.0000000000000000E+00
+0.3730680727206001E+03 +0.1649784655566752E-03 +0.0000000000000000E+00
+0.3731243095805773E+03 +0.1673526745141666E-03 +0.0000000000000000E+00
+0.3731805464405547E+03 +0.1697907831517980E-03 +0.0000000000000000E+00
+0.3732367833005320E+03 +0.1722955355279673E-03 +0.0000000000000000E+00
+0.3732930201605093E+03 +0.1748698428067359E-03 +0.0000000000000000E+00
+0.3733492570204867E+03 +0.1775167964791495E-03 +0.0000000000000000E+00
+0.3734054938804640E+03 +0.1802396828651651E-03 +0.0000000000000000E+00
+0.3734617307404413E+03 +0.1830419990423388E-03 +0.0000000000000000E+00
+0.3735179676004187E+03 +0.1859274703664333E-03 +0.0000000000000000E+00
+0.3735742044603960E+03 +0.1889000697711309E-03 +0.0000000000000000E+00
+0.3736304413203733E+03 +0.1919640390592824E-03 +0.0000000000000000E+00
+0.3736866781803507E+03 +0.1951239124271173E-03 +0.0000000000000000E+00
+0.3737429150403280E+03 +0.1983845424964606E-03 +0.0000000000000000E+00
+0.3737991519003054E+03 +0.2017511291688081E-03 +0.0000000000000000E+00
+0.3738553887602827E+03 +0.2052292516599700E-03 +0.0000000000000000E+00
+0.3739116256202600E+03 +0.2088249041263407E-03 +0.0000000000000000E+00
+0.3739678624802374E+03 +0.2125445353544459E-03 +0.0000000000000000E+00
+0.3740240993402147E+03 +0.2163950930563316E-03 +0.0000000000000000E+00
+0.3740803362001920E+03 +0.2203840733961303E-03 +0.0000000000000000E+00
+0.3741365730601694E+03 +0.2245195764699926E-03 +0.0000000000000000E+00
+0.3741928099201467E+03 +0.2288103685754398E-03 +0.0000000000000000E+00
+0.3742490467801240E+03 +0.2332659522400920E-03 +0.0000000000000000E+00
+0.3743052836401014E+03 +0.2378966451374892E-03 +0.0000000000000000E+00
+0.3743615205000787E+03 +0.2427136692045707E-03 +0.0000000000000000E+00
+0.3744177573600560E+03 +0.2477292514963436E-03 +0.0000000000000000E+00
+0.3744739942200334E+03 +0.2529567385761284E-03 +0.0000000000000000E+00
+0.3745302310800107E+03 +0.2584107265525812E-03 +0.0000000000000000E+00
+0.3745864679399880E+03 +0.2641072092479579E-03 +0.0000000000000000E+00
+0.3746427047999654E+03 +0.2700637474290924E-03 +0.0000000000000000E+00
+0.3746989416599427E+03 +0.2762996625682074E-03 +0.0000000000000000E+00
+0.3747551785199200E+03 +0.2828362592450914E-03 +0.0000000000000000E+00
+0.3748114153798974E+03 +0.2896970810785385E-03 +0.0000000000000000E+00
+0.3748676522398747E+03 +0.2969082060123928E-03 +0.0000000000000000E+00
+0.3749238890998520E+03 +0.3044985879162512E-03 +0.0000000000000000E+00
+0.3749801259598294E+03 +0.3125004528365424E-03 +0.0000000000000000E+00
+0.3750363628198067E+03 +0.3209497599038698E-03 +0.0000000000000000E+00
+0.3750925996797840E+03 +0.3298867389338397E-03 +0.0000000000000000E+00
+0.3751488365397614E+03 +0.3393565192294461E-03 +0.0000000000000000E+00
+0.3752050733997387E+03 +0.3494098671005403E-03 +0.0000000000000000E+00
+0.3752613102597160E+03 +0.3601040532727474E-03 +0.0000000000000000E+00
+0.3753175471196934E+03 +0.3715038757961413E-03 +0.0000000000000000E+00
+0.3753737839796707E+03 +0.3836828694315238E-03 +0.0000000000000000E+00
+0.3754300208396480E+03 +0.3967247389452648E-03 +0.0000000000000000E+00
+0.3754862576996254E+03 +0.4107250614303626E-03 +0.0000000000000000E+00
+0.3755424945596027E+03 +0.4257933117988552E-03 +0.0000000000000000E+00
+0.3755987314195800E+03 +0.4420552759551943E-03 +0.0000000000000000E+00
+0.3756549682795574E+03 +0.4596559276364580E-03 +0.0000000000000000E+00
+0.3757112051395347E+03 +0.4787628568293806E-03 +0.0000000000000000E+00
+0.3757674419995120E+03 +0.4995703485818043E-03 +0.0000000000000000E+00
+0.3758236788594893E+03 +0.5223042180240291E-03 +0.0000000000000000E+00
+0.3758799157194667E+03 +0.5472275051098532E-03 +0.0000000000000000E+00
+0.3759361525794440E+03 +0.5746471112978469E-03 +0.0000000000000000E+00
+0.3759923894394213E+03 +0.6049214032126384E-03 +0.0000000000000000E+00
+0.3760486262993987E+03 +0.6384686863741410E-03 +0.0000000000000000E+00
+0.3761048631593760E+03 +0.6757762171812662E-03 +0.0000000000000000E+00
+0.3761611000193533E+03 +0.7174089952832925E-03 +0.0000000000000000E+00
+0.3762173368793307E+03 +0.7640168391226345E-03 +0.0000000000000000E+00
+0.3762735737393080E+03 +0.8163370151169986E-03 +0.0000000000000000E+00
+0.3763298105992854E+03 +0.8751877282463933E-03 +0.0000000000000000E+00
+0.3763860474592627E+03 +0.9414448424694548E-03 +0.0000000000000000E+00
+0.3764422843192400E+03 +0.1015990209181656E-02 +0.0000000000000000E+00
+0.3764985211792174E+03 +0.1099615512479654E-02 +0.0000000000000000E+00
+0.3765547580391947E+03 +0.1192862809997255E-02 +0.0000000000000000E+00
+0.3766109948991720E+03 +0.1295787456951240E-02 +0.0000000000000000E+00
+0.3766672317591494E+03 +0.1407651094697548E-02 +0.0000000000000000E+00
+0.3767234686191267E+03 +0.1526604717556688E-02 +0.0000000000000000E+00
+0.3767797054791041E+03 +0.1649506756703982E-02 +0.0000000000000000E+00
+0.3768359423390814E+03 +0.1772100432381056E-02 +0.0000000000000000E+00
+0.3768921791990587E+03 +0.1889744012764822E-02 +0.0000000000000000E+00
+0.3769484160590360E+03 +0.1998628127927181E-02 +0.0000000000000000E+00
+0.3770046529190134E+03 +0.2096974262376835E-02 +0.0000000000000000E+00
+0.3770608897789907E+03 +0.2185439491145747E-02 +0.0000000000000000E+00
+0.3771171266389680E+03 +0.2266242109742914E-02 +0.0000000000000000E+00
+0.3771733634989453E+03 +0.2341266515849166E-02 +0.0000000000000000E+00
+0.3772296003589227E+03 +0.2410021821335545E-02 +0.0000000000000000E+00
+0.3772858372189000E+03 +0.2468431145602129E-02 +0.0000000000000000E+00
+0.3773420740788773E+03 +0.2509131254542861E-02 +0.0000000000000000E+00
+0.3773983109388547E+03 +0.2523449959743144E-02 +0.0000000000000000E+00
+0.3774545477988320E+03 +0.2504491515181733E-02 +0.0000000000000000E+00
+0.3775107846588094E+03 +0.2449987128605924E-02 +0.0000000000000000E+00
+0.3775670215187867E+03 +0.2363423886969919E-02 +0.0000000000000000E+00
+0.3776232583787640E+03 +0.2252901462200573E-02 +0.0000000000000000E+00
+0.3776794952387414E+03 +0.2128544875246015E-02 +0.0000000000000000E+00
+0.3777357320987187E+03 +0.1999935467314352E-02 +0.0000000000000000E+00
+0.3777919689586960E+03 +0.1874560554612553E-02 +0.0000000000000000E+00
+0.3778482058186734E+03 +0.1757412006034778E-02 +0.0000000000000000E+00
+0.3779044426786507E+03 +0.1651317461752252E-02 +0.0000000000000000E+00
+0.3779606795386280E+03 +0.1557523296786670E-02 +0.0000000000000000E+00
+0.3780169163986054E+03 +0.1476237323300885E-02 +0.0000000000000000E+00
+0.3780731532585827E+03 +0.1407036489573339E-02 +0.0000000000000000E+00
+0.3781293901185600E+03 +0.1349148523138793E-02 +0.0000000000000000E+00
+0.3781856269785374E+03 +0.1301641316187815E-02 +0.0000000000000000E+00
+0.3782418638385147E+03 +0.1263547292401863E-02 +0.0000000000000000E+00
+0.3782981006984920E+03 +0.1233940898938010E-02 +0.0000000000000000E+00
+0.3783543375584694E+03 +0.1211982428527251E-02 +0.0000000000000000E+00
+0.3784105744184467E+03 +0.1196938755221277E-02 +0.0000000000000000E+00
+0.3784668112784240E+03 +0.1188189381719611E-02 +0.0000000000000000E+00
+0.3785230481384014E+03 +0.1185224019694234E-02 +0.0000000000000000E+00
+0.3785792849983787E+03 +0.1187635961389343E-02 +0.0000000000000000E+00
+0.3786355218583560E+03 +0.1195113948676301E-02 +0.0000000000000000E+00
+0.3786917587183333E+03 +0.1207434143323521E-02 +0.0000000000000000E+00
+0.3787479955783107E+03 +0.1224453082528681E-02 +0.0000000000000000E+00
+0.3788042324382880E+03 +0.1246102067091701E-02 +0.0000000000000000E+00
+0.3788604692982654E+03 +0.1272383184716022E-02 +0.0000000000000000E+00
+0.3789167061582427E+03 +0.1303367048628599E-02 +0.0000000000000000E+00
+0.3789729430182200E+03 +0.1339192284717973E-02 +0.0000000000000000E+00
+0.3790291798781974E+03 +0.1380066798412116E-02 +0.0000000000000000E+00
+0.3790854167381747E+03 +0.1426270876937203E-02 +0.0000000000000000E+00
+0.3791416535981521E+03 +0.1478162222078478E-02 +0.0000000000000000E+00
+0.3791978904581294E+03 +0.1536183055721028E-02 +0.0000000000000000E+00
+0.3792541273181067E+03 +0.1600869489208997E-02 +0.0000000000000000E+00
+0.3793103641780841E+03 +0.1672863390668095E-02 +0.0000000000000000E+00
+0.3793666010380613E+03 +0.1752927010555979E-02 +0.0000000000000000E+00
+0.3794228378980387E+03 +0.1841960615283795E-02 +0.0000000000000000E+00
+0.3794790747580161E+03 +0.1941023297676806E-02 +0.0000000000000000E+00
+0.3795353116179933E+03 +0.2051356922624893E-02 +0.0000000000000000E+00
+0.3795915484779707E+03 +0.2174412727709357E-02 +0.0000000000000000E+00
+0.3796477853379481E+03 +0.2311879270050322E-02 +0.0000000000000000E+00
+0.3797040221979253E+03 +0.2465708936639693E-02 +0.0000000000000000E+00
+0.3797602590579027E+03 +0.2638137734503264E-02 +0.0000000000000000E+00
+0.3798164959178800E+03 +0.2831689031689627E-02 +0.0000000000000000E+00
+0.3798727327778573E+03 +0.3049145757982297E-02 +0.0000000000000000E+00
+0.3799289696378347E+03 +0.3293467005029371E-02 +0.0000000000000000E+00
+0.3799852064978120E+03 +0.3567614906034387E-02 +0.0000000000000000E+00
+0.3800414433577894E+03 +0.3874250286577086E-02 +0.0000000000000000E+00
+0.3800976802177667E+03 +0.4215261808935698E-02 +0.0000000000000000E+00
+0.3801539170777440E+03 +0.4591134789435695E-02 +0.0000000000000000E+00
+0.3802101539377214E+03 +0.5000272692842542E-02 +0.0000000000000000E+00
+0.3802663907976987E+03 +0.5438571436898808E-02 +0.0000000000000000E+00
+0.3803226276576760E+03 +0.5899751533516167E-02 +0.0000000000000000E+00
+0.3803788645176534E+03 +0.6376963810768199E-02 +0.0000000000000000E+00
+0.3804351013776307E+03 +0.6865703694078518E-02 +0.0000000000000000E+00
+0.3804913382376080E+03 +0.7367080972016364E-02 +0.0000000000000000E+00
+0.3805475750975854E+03 +0.7889665406673137E-02 +0.0000000000000000E+00
+0.3806038119575627E+03 +0.8448423802234184E-02 +0.0000000000000000E+00
+0.3806600488175400E+03 +0.9060700147169065E-02 +0.0000000000000000E+00
+0.3807162856775174E+03 +0.9740515181209669E-02 +0.0000000000000000E+00
+0.3807725225374947E+03 +0.1049263825150942E-01 +0.0000000000000000E+00
+0.3808287593974720E+03 +0.1130731449144772E-01 +0.0000000000000000E+00
+0.3808849962574494E+03 +0.1215634710137828E-01 +0.0000000000000000E+00
+0.3809412331174267E+03 +0.1299193933329016E-01 +0.0000000000000000E+00
+0.3809974699774040E+03 +0.1375061985988492E-01 +0.0000000000000000E+00
+0.3810537068373814E+03 +0.1436413776599115E-01 +0.0000000000000000E+00
+0.3811099436973587E+03 +0.1477609138088858E-01 +0.0000000000000000E+00
+0.3811661805573360E+03 +0.1495821882013076E-01 +0.0000000000000000E+00
+0.3812224174173134E+03 +0.1491782673542991E-01 +0.0000000000000000E+00
+0.3812786542772907E+03 +0.1469154917002803E-01 +0.0000000000000000E+00
+0.3813348911372680E+03 +0.1432875336228725E-01 +0.0000000000000000E+00
+0.3813911279972454E+03 +0.1387385132702809E-01 +0.0000000000000000E+00
+0.3814473648572227E+03 +0.1335614093871321E-01 +0.0000000000000000E+00
+0.3815036017172000E+03 +0.1279021844295251E-01 +0.0000000000000000E+00
+0.3815598385771773E+03 +0.1218387250921588E-01 +0.0000000000000000E+00
+0.3816160754371547E+03 +0.1154702168616420E-01 +0.0000000000000000E+00
+0.3816723122971321E+03 +0.1089615129731494E-01 +0.0000000000000000E+00
+0.3817285491571093E+03 +0.1025289557599042E-01 +0.0000000000000000E+00
+0.3817847860170867E+03 +0.9639474760582674E-02 +0.0000000000000000E+00
+0.3818410228770641E+03 +0.9074619726203596E-02 +0.0000000000000000E+00
+0.3818972597370413E+03 +0.8571720842767999E-02 +0.0000000000000000E+00
+0.3819534965970187E+03 +0.8138770286193815E-02 +0.0000000000000000E+00
+0.3820097334569961E+03 +0.7778926265555309E-02 +0.0000000000000000E+00
+0.3820659703169733E+03 +0.7491000787785985E-02 +0.0000000000000000E+00
+0.3821222071769507E+03 +0.7269853351212305E-02 +0.0000000000000000E+00
+0.3821784440369281E+03 +0.7106974014681323E-02 +0.0000000000000000E+00
+0.3822346808969053E+03 +0.6991467045305698E-02 +0.0000000000000000E+00
+0.3822909177568827E+03 +0.6911408325634286E-02 +0.0000000000000000E+00
+0.3823471546168601E+03 +0.6855342139849852E-02 +0.0000000000000000E+00
+0.3824033914768373E+03 +0.6813647359682698E-02 +0.0000000000000000E+00
+0.3824596283368147E+03 +0.6779601642852095E-02 +0.0000000000000000E+00
+0.3825158651967920E+03 +0.6749995271346560E-02 +0.0000000000000000E+00
+0.3825721020567694E+03 +0.6725021906811994E-02 +0.0000000000000000E+00
+0.3826283389167467E+03 +0.6707155368242599E-02 +0.0000000000000000E+00
+0.3826845757767240E+03 +0.6699082927492099E-02 +0.0000000000000000E+00
+0.3827408126367014E+03 +0.6701367590853602E-02 +0.0000000000000000E+00
+0.3827970494966787E+03 +0.6710875995815316E-02 +0.0000000000000000E+00
+0.3828532863566560E+03 +0.6720811826873675E-02 +0.0000000000000000E+00
+0.3829095232166334E+03 +0.6722507779638801E-02 +0.0000000000000000E+00
+0.3829657600766107E+03 +0.6708259114458734E-02 +0.0000000000000000E+00
+0.3830219969365880E+03 +0.6673836411836743E-02 +0.0000000000000000E+00
+0.3830782337965654E+03 +0.6619353718939364E-02 +0.0000000000000000E+00
+0.3831344706565427E+03 +0.6548096837634979E-02 +0.0000000000000000E+00
+0.3831907075165200E+03 +0.6464215463533898E-02 +0.0000000000000000E+00
+0.3832469443764974E+03 +0.6370801648093591E-02 +0.0000000000000000E+00
+0.3833031812364747E+03 +0.6269293955354639E-02 +0.0000000000000000E+00
+0.3833594180964520E+03 +0.6159994302722144E-02 +0.0000000000000000E+00
+0.3834156549564294E+03 +0.6042844033929911E-02 +0.0000000000000000E+00
+0.3834718918164067E+03 +0.5917882417951044E-02 +0.0000000000000000E+00
+0.3835281286763840E+03 +0.5785449817551232E-02 +0.0000000000000000E+00
+0.3835843655363614E+03 +0.5646416607426330E-02 +0.0000000000000000E+00
+0.3836406023963387E+03 +0.5502418544492934E-02 +0.0000000000000000E+00
+0.3836968392563160E+03 +0.5355821607745359E-02 +0.0000000000000000E+00
+0.3837530761162934E+03 +0.5209249746039454E-02 +0.0000000000000000E+00
+0.3838093129762707E+03 +0.5064752045859882E-02 +0.0000000000000000E+00
+0.3838655498362480E+03 +0.4922872888190852E-02 +0.0000000000000000E+00
+0.3839217866962254E+03 +0.4782080394724207E-02 +0.0000000000000000E+00
