# Loss function L(Q,w) and dynamical structure factor S(Q,w)
#
# L(Q,w)= -Im(1/eps_m(Q,w) [1]
# S(Q,w)= L(Q,w)*|Q|^2*/(4 pi^2 n_val) [Energy^-1]
#
# Momentum transfer Q=G+q in lattice coordinates
# G:   0   0   0
# q:   0.0000000   0.0000000   0.0000000
# Momentum transfer Q=G+q in Cartesian coordinates
# G:   0.0000000   0.0000000   0.0000000
# q:   0.0000000   0.0000000   0.0000000
# Norm2(G+q)   0.0000000
#
#   Frequency/(eV/hbar)                  L(Q,w)             S(Q,w)*1000
+0.6509643303908500E+03 +0.6990462164402061E-03 +0.0000000000000000E+00
+0.6509688656214934E+03 +0.7028038690040648E-03 +0.0000000000000000E+00
+0.6509734008521367E+03 +0.7065966225344397E-03 +0.0000000000000000E+00
+0.6509779360827799E+03 +0.7104249656983076E-03 +0.0000000000000000E+00
+0.6509824713134234E+03 +0.7142893963542926E-03 +0.0000000000000000E+00
+0.6509870065440666E+03 +0.7181904217704303E-03 +0.0000000000000000E+00
+0.6509915417747101E+03 +0.7221285588494826E-03 +0.0000000000000000E+00
+0.6509960770053533E+03 +0.7261043343593733E-03 +0.0000000000000000E+00
+0.6510006122359966E+03 +0.7301182851715492E-03 +0.0000000000000000E+00
+0.6510051474666400E+03 +0.7341709585053876E-03 +0.0000000000000000E+00
+0.6510096826972833E+03 +0.7382629121797128E-03 +0.0000000000000000E+00
+0.6510142179279267E+03 +0.7423947148725335E-03 +0.0000000000000000E+00
+0.6510187531585700E+03 +0.7465669463870884E-03 +0.0000000000000000E+00
+0.6510232883892133E+03 +0.7507801979271451E-03 +0.0000000000000000E+00
+0.6510278236198567E+03 +0.7550350723790269E-03 +0.0000000000000000E+00
+0.6510323588504999E+03 +0.7593321846033761E-03 +0.0000000000000000E+00
+0.6510368940811434E+03 +0.7636721617347130E-03 +0.0000000000000000E+00
+0.6510414293117866E+03 +0.7680556434899932E-03 +0.0000000000000000E+00
+0.6510459645424301E+03 +0.7724832824873766E-03 +0.0000000000000000E+00
+0.6510504997730733E+03 +0.7769557445732377E-03 +0.0000000000000000E+00
+0.6510550350037167E+03 +0.7814737091606319E-03 +0.0000000000000000E+00
+0.6510595702343600E+03 +0.7860378695765506E-03 +0.0000000000000000E+00
+0.6510641054650034E+03 +0.7906489334213790E-03 +0.0000000000000000E+00
+0.6510686406956466E+03 +0.7953076229378338E-03 +0.0000000000000000E+00
+0.6510731759262900E+03 +0.8000146753928102E-03 +0.0000000000000000E+00
+0.6510777111569333E+03 +0.8047708434700668E-03 +0.0000000000000000E+00
+0.6510822463875767E+03 +0.8095768956751582E-03 +0.0000000000000000E+00
+0.6510867816182200E+03 +0.8144336167540530E-03 +0.0000000000000000E+00
+0.6510913168488634E+03 +0.8193418081233821E-03 +0.0000000000000000E+00
+0.6510958520795067E+03 +0.8243022883159274E-03 +0.0000000000000000E+00
+0.6511003873101500E+03 +0.8293158934385297E-03 +0.0000000000000000E+00
+0.6511049225407934E+03 +0.8343834776463072E-03 +0.0000000000000000E+00
+0.6511094577714367E+03 +0.8395059136302695E-03 +0.0000000000000000E+00
+0.6511139930020800E+03 +0.8446840931222365E-03 +0.0000000000000000E+00
+0.6511185282327234E+03 +0.8499189274149151E-03 +0.0000000000000000E+00
+0.6511230634633666E+03 +0.8552113478987812E-03 +0.0000000000000000E+00
+0.6511275986940100E+03 +0.8605623066175450E-03 +0.0000000000000000E+00
+0.6511321339246533E+03 +0.8659727768399932E-03 +0.0000000000000000E+00
+0.6511366691552967E+03 +0.8714437536523991E-03 +0.0000000000000000E+00
+0.6511412043859400E+03 +0.8769762545685165E-03 +0.0000000000000000E+00
+0.6511457396165833E+03 +0.8825713201615776E-03 +0.0000000000000000E+00
+0.6511502748472267E+03 +0.8882300147152946E-03 +0.0000000000000000E+00
+0.6511548100778699E+03 +0.8939534268982824E-03 +0.0000000000000000E+00
+0.6511593453085134E+03 +0.8997426704597557E-03 +0.0000000000000000E+00
+0.6511638805391566E+03 +0.9055988849484774E-03 +0.0000000000000000E+00
+0.6511684157698000E+03 +0.9115232364570931E-03 +0.0000000000000000E+00
+0.6511729510004433E+03 +0.9175169183896258E-03 +0.0000000000000000E+00
+0.6511774862310867E+03 +0.9235811522569585E-03 +0.0000000000000000E+00
+0.6511820214617300E+03 +0.9297171884971884E-03 +0.0000000000000000E+00
+0.6511865566923734E+03 +0.9359263073259749E-03 +0.0000000000000000E+00
+0.6511910919230166E+03 +0.9422098196137593E-03 +0.0000000000000000E+00
+0.6511956271536600E+03 +0.9485690677949886E-03 +0.0000000000000000E+00
+0.6512001623843033E+03 +0.9550054268071591E-03 +0.0000000000000000E+00
+0.6512046976149467E+03 +0.9615203050621515E-03 +0.0000000000000000E+00
+0.6512092328455900E+03 +0.9681151454524202E-03 +0.0000000000000000E+00
+0.6512137680762334E+03 +0.9747914263898512E-03 +0.0000000000000000E+00
+0.6512183033068767E+03 +0.9815506628828544E-03 +0.0000000000000000E+00
+0.6512228385375200E+03 +0.9883944076485383E-03 +0.0000000000000000E+00
+0.6512273737681634E+03 +0.9953242522658654E-03 +0.0000000000000000E+00
+0.6512319089988067E+03 +0.1002341828366620E-02 +0.0000000000000000E+00
+0.6512364442294499E+03 +0.1009448808870148E-02 +0.0000000000000000E+00
+0.6512409794600934E+03 +0.1016646909259708E-02 +0.0000000000000000E+00
+0.6512455146907366E+03 +0.1023937888903462E-02 +0.0000000000000000E+00
+0.6512500499213801E+03 +0.1031323552423218E-02 +0.0000000000000000E+00
+0.6512545851520233E+03 +0.1038805751108782E-02 +0.0000000000000000E+00
+0.6512591203826668E+03 +0.1046386384384383E-02 +0.0000000000000000E+00
+0.6512636556133100E+03 +0.1054067401323891E-02 +0.0000000000000000E+00
+0.6512681908439533E+03 +0.1061850802221744E-02 +0.0000000000000000E+00
+0.6512727260745967E+03 +0.1069738640216195E-02 +0.0000000000000000E+00
+0.6512772613052400E+03 +0.1077733022971860E-02 +0.0000000000000000E+00
+0.6512817965358834E+03 +0.1085836114419341E-02 +0.0000000000000000E+00
+0.6512863317665267E+03 +0.1094050136555512E-02 +0.0000000000000000E+00
+0.6512908669971700E+03 +0.1102377371308160E-02 +0.0000000000000000E+00
+0.6512954022278133E+03 +0.1110820162462721E-02 +0.0000000000000000E+00
+0.6512999374584567E+03 +0.1119380917658491E-02 +0.0000000000000000E+00
+0.6513044726891000E+03 +0.1128062110450738E-02 +0.0000000000000000E+00
+0.6513090079197434E+03 +0.1136866282446511E-02 +0.0000000000000000E+00
+0.6513135431503866E+03 +0.1145796045510331E-02 +0.0000000000000000E+00
+0.6513180783810300E+03 +0.1154854084047596E-02 +0.0000000000000000E+00
+0.6513226136116733E+03 +0.1164043157363021E-02 +0.0000000000000000E+00
+0.6513271488423167E+03 +0.1173366102097950E-02 +0.0000000000000000E+00
+0.6513316840729600E+03 +0.1182825834750483E-02 +0.0000000000000000E+00
+0.6513362193036033E+03 +0.1192425354275345E-02 +0.0000000000000000E+00
+0.6513407545342467E+03 +0.1202167744771456E-02 +0.0000000000000000E+00
+0.6513452897648900E+03 +0.1212056178252410E-02 +0.0000000000000000E+00
+0.6513498249955334E+03 +0.1222093917507929E-02 +0.0000000000000000E+00
+0.6513543602261767E+03 +0.1232284319051047E-02 +0.0000000000000000E+00
+0.6513588954568199E+03 +0.1242630836158652E-02 +0.0000000000000000E+00
+0.6513634306874634E+03 +0.1253137022001048E-02 +0.0000000000000000E+00
+0.6513679659181066E+03 +0.1263806532863219E-02 +0.0000000000000000E+00
+0.6513725011487501E+03 +0.1274643131460414E-02 +0.0000000000000000E+00
+0.6513770363793933E+03 +0.1285650690342299E-02 +0.0000000000000000E+00
+0.6513815716100368E+03 +0.1296833195392220E-02 +0.0000000000000000E+00
+0.6513861068406800E+03 +0.1308194749413110E-02 +0.0000000000000000E+00
+0.6513906420713234E+03 +0.1319739575805896E-02 +0.0000000000000000E+00
+0.6513951773019667E+03 +0.1331472022330446E-02 +0.0000000000000000E+00
+0.6513997125326100E+03 +0.1343396564953425E-02 +0.0000000000000000E+00
+0.6514042477632534E+03 +0.1355517811772960E-02 +0.0000000000000000E+00
+0.6514087829938967E+03 +0.1367840507017447E-02 +0.0000000000000000E+00
+0.6514133182245400E+03 +0.1380369535115037E-02 +0.0000000000000000E+00
+0.6514178534551834E+03 +0.1393109924819754E-02 +0.0000000000000000E+00
+0.6514223886858267E+03 +0.1406066853393517E-02 +0.0000000000000000E+00
+0.6514269239164701E+03 +0.1419245650824913E-02 +0.0000000000000000E+00
+0.6514314591471134E+03 +0.1432651804080962E-02 +0.0000000000000000E+00
+0.6514359943777566E+03 +0.1446290961368546E-02 +0.0000000000000000E+00
+0.6514405296084000E+03 +0.1460168936397302E-02 +0.0000000000000000E+00
+0.6514450648390433E+03 +0.1474291712617517E-02 +0.0000000000000000E+00
+0.6514496000696867E+03 +0.1488665447413324E-02 +0.0000000000000000E+00
+0.6514541353003300E+03 +0.1503296476228784E-02 +0.0000000000000000E+00
+0.6514586705309733E+03 +0.1518191316589969E-02 +0.0000000000000000E+00
+0.6514632057616167E+03 +0.1533356671999351E-02 +0.0000000000000000E+00
+0.6514677409922600E+03 +0.1548799435654879E-02 +0.0000000000000000E+00
+0.6514722762229034E+03 +0.1564526693961292E-02 +0.0000000000000000E+00
+0.6514768114535467E+03 +0.1580545729775329E-02 +0.0000000000000000E+00
+0.6514813466841899E+03 +0.1596864025341104E-02 +0.0000000000000000E+00
+0.6514858819148334E+03 +0.1613489264846790E-02 +0.0000000000000000E+00
+0.6514904171454766E+03 +0.1630429336538129E-02 +0.0000000000000000E+00
+0.6514949523761201E+03 +0.1647692334316911E-02 +0.0000000000000000E+00
+0.6514994876067633E+03 +0.1665286558731272E-02 +0.0000000000000000E+00
+0.6515040228374068E+03 +0.1683220517275616E-02 +0.0000000000000000E+00
+0.6515085580680500E+03 +0.1701502923884866E-02 +0.0000000000000000E+00
+0.6515130932986933E+03 +0.1720142697520207E-02 +0.0000000000000000E+00
+0.6515176285293367E+03 +0.1739148959710881E-02 +0.0000000000000000E+00
+0.6515221637599800E+03 +0.1758531030917091E-02 +0.0000000000000000E+00
+0.6515266989906233E+03 +0.1778298425566432E-02 +0.0000000000000000E+00
+0.6515312342212667E+03 +0.1798460845587836E-02 +0.0000000000000000E+00
+0.6515357694519100E+03 +0.1819028172275316E-02 +0.0000000000000000E+00
+0.6515403046825534E+03 +0.1840010456272326E-02 +0.0000000000000000E+00
+0.6515448399131967E+03 +0.1861417905479064E-02 +0.0000000000000000E+00
+0.6515493751438401E+03 +0.1883260870641304E-02 +0.0000000000000000E+00
+0.6515539103744833E+03 +0.1905549828391332E-02 +0.0000000000000000E+00
+0.6515584456051267E+03 +0.1928295361470809E-02 +0.0000000000000000E+00
+0.6515629808357700E+03 +0.1951508135866122E-02 +0.0000000000000000E+00
+0.6515675160664134E+03 +0.1975198874573800E-02 +0.0000000000000000E+00
+0.6515720512970566E+03 +0.1999378327684329E-02 +0.0000000000000000E+00
+0.6515765865277001E+03 +0.2024057238491004E-02 +0.0000000000000000E+00
+0.6515811217583433E+03 +0.2049246305292905E-02 +0.0000000000000000E+00
+0.6515856569889867E+03 +0.2074956138592112E-02 +0.0000000000000000E+00
+0.6515901922196300E+03 +0.2101197213355869E-02 +0.0000000000000000E+00
+0.6515947274502734E+03 +0.2127979816058570E-02 +0.0000000000000000E+00
+0.6515992626809167E+03 +0.2155313986207568E-02 +0.0000000000000000E+00
+0.6516037979115600E+03 +0.2183209452104603E-02 +0.0000000000000000E+00
+0.6516083331422034E+03 +0.2211675560636816E-02 +0.0000000000000000E+00
+0.6516128683728466E+03 +0.2240721200925416E-02 +0.0000000000000000E+00
+0.6516174036034901E+03 +0.2270354721764510E-02 +0.0000000000000000E+00
+0.6516219388341333E+03 +0.2300583842834108E-02 +0.0000000000000000E+00
+0.6516264740647767E+03 +0.2331415559820442E-02 +0.0000000000000000E+00
+0.6516310092954200E+03 +0.2362856043669142E-02 +0.0000000000000000E+00
+0.6516355445260633E+03 +0.2394910534394055E-02 +0.0000000000000000E+00
+0.6516400797567067E+03 +0.2427583230011205E-02 +0.0000000000000000E+00
+0.6516446149873500E+03 +0.2460877171399956E-02 +0.0000000000000000E+00
+0.6516491502179933E+03 +0.2494794124131661E-02 +0.0000000000000000E+00
+0.6516536854486367E+03 +0.2529334458544608E-02 +0.0000000000000000E+00
+0.6516582206792800E+03 +0.2564497029671673E-02 +0.0000000000000000E+00
+0.6516627559099234E+03 +0.2600279058889776E-02 +0.0000000000000000E+00
+0.6516672911405667E+03 +0.2636676019530070E-02 +0.0000000000000000E+00
+0.6516718263712100E+03 +0.2673681528969339E-02 +0.0000000000000000E+00
+0.6516763616018533E+03 +0.2711287250096938E-02 +0.0000000000000000E+00
+0.6516808968324967E+03 +0.2749482805317428E-02 +0.0000000000000000E+00
+0.6516854320631400E+03 +0.2788255706552569E-02 +0.0000000000000000E+00
+0.6516899672937834E+03 +0.2827591304932573E-02 +0.0000000000000000E+00
+0.6516945025244266E+03 +0.2867472763992161E-02 +0.0000000000000000E+00
+0.6516990377550701E+03 +0.2907881060293377E-02 +0.0000000000000000E+00
+0.6517035729857133E+03 +0.2948795015288931E-02 +0.0000000000000000E+00
+0.6517081082163568E+03 +0.2990191362098675E-02 +0.0000000000000000E+00
+0.6517126434470000E+03 +0.3032044850462829E-02 +0.0000000000000000E+00
+0.6517171786776433E+03 +0.3074328392659225E-02 +0.0000000000000000E+00
+0.6517217139082867E+03 +0.3117013252406074E-02 +0.0000000000000000E+00
+0.6517262491389300E+03 +0.3160069277895144E-02 +0.0000000000000000E+00
+0.6517307843695734E+03 +0.3203465179012366E-02 +0.0000000000000000E+00
+0.6517353196002167E+03 +0.3247168847518649E-02 +0.0000000000000000E+00
+0.6517398548308601E+03 +0.3291147717632887E-02 +0.0000000000000000E+00
+0.6517443900615034E+03 +0.3335369162933114E-02 +0.0000000000000000E+00
+0.6517489252921467E+03 +0.3379800924057363E-02 +0.0000000000000000E+00
+0.6517534605227900E+03 +0.3424411560174649E-02 +0.0000000000000000E+00
+0.6517579957534333E+03 +0.3469170915925028E-02 +0.0000000000000000E+00
+0.6517625309840766E+03 +0.3514050594345898E-02 +0.0000000000000000E+00
+0.6517670662147200E+03 +0.3559024425486479E-02 +0.0000000000000000E+00
+0.6517716014453633E+03 +0.3604068919916916E-02 +0.0000000000000000E+00
+0.6517761366760067E+03 +0.3649163696217933E-02 +0.0000000000000000E+00
+0.6517806719066500E+03 +0.3694291871949975E-02 +0.0000000000000000E+00
+0.6517852071372934E+03 +0.3739440408355745E-02 +0.0000000000000000E+00
+0.6517897423679367E+03 +0.3784600400366549E-02 +0.0000000000000000E+00
+0.6517942775985800E+03 +0.3829767305066892E-02 +0.0000000000000000E+00
+0.6517988128292233E+03 +0.3874941103792882E-02 +0.0000000000000000E+00
+0.6518033480598667E+03 +0.3920126395159778E-02 +0.0000000000000000E+00
+0.6518078832905099E+03 +0.3965332418615590E-02 +0.0000000000000000E+00
+0.6518124185211534E+03 +0.4010573010350378E-02 +0.0000000000000000E+00
+0.6518169537517966E+03 +0.4055866495426079E-02 +0.0000000000000000E+00
+0.6518214889824401E+03 +0.4101235521832169E-02 +0.0000000000000000E+00
+0.6518260242130833E+03 +0.4146706843517121E-02 +0.0000000000000000E+00
+0.6518305594437268E+03 +0.4192311060461251E-02 +0.0000000000000000E+00
+0.6518350946743700E+03 +0.4238082324260112E-02 +0.0000000000000000E+00
+0.6518396299050133E+03 +0.4284058017725485E-02 +0.0000000000000000E+00
+0.6518441651356567E+03 +0.4330278416481115E-02 +0.0000000000000000E+00
+0.6518487003663000E+03 +0.4376786339704446E-02 +0.0000000000000000E+00
+0.6518532355969434E+03 +0.4423626796017554E-02 +0.0000000000000000E+00
+0.6518577708275867E+03 +0.4470846629170227E-02 +0.0000000000000000E+00
+0.6518623060582300E+03 +0.4518494166832114E-02 +0.0000000000000000E+00
+0.6518668412888734E+03 +0.4566618874427057E-02 +0.0000000000000000E+00
+0.6518713765195167E+03 +0.4615271014852290E-02 +0.0000000000000000E+00
+0.6518759117501601E+03 +0.4664501313954799E-02 +0.0000000000000000E+00
+0.6518804469808033E+03 +0.4714360631103273E-02 +0.0000000000000000E+00
+0.6518849822114468E+03 +0.4764899633870053E-02 +0.0000000000000000E+00
+0.6518895174420900E+03 +0.4816168475934949E-02 +0.0000000000000000E+00
+0.6518940526727333E+03 +0.4868216477677321E-02 +0.0000000000000000E+00
+0.6518985879033767E+03 +0.4921091809471624E-02 +0.0000000000000000E+00
+0.6519031231340200E+03 +0.4974841178505239E-02 +0.0000000000000000E+00
+0.6519076583646633E+03 +0.5029509520678200E-02 +0.0000000000000000E+00
