# Loss function L(Q,w) and dynamical structure factor S(Q,w)
#
# L(Q,w)= -Im(1/eps_m(Q,w) [1]
# S(Q,w)= L(Q,w)*|Q|^2*/(4 pi^2 n_val) [Energy^-1]
#
# Momentum transfer Q=G+q in lattice coordinates
# G:   0   0   0
# q:   0.0000000   0.0000000   0.0000000
# Momentum transfer Q=G+q in Cartesian coordinates
# G:   0.0000000   0.0000000   0.0000000
# q:   0.0000000   0.0000000   0.0000000
# Norm2(G+q)   0.0000000
#
#   Frequency/(eV/hbar)                  L(Q,w)             S(Q,w)*1000
+0.6591504217020666E+03 +0.4150761374559141E-04 +0.0000000000000000E+00
+0.6592411263149334E+03 +0.4337383473199349E-04 +0.0000000000000000E+00
+0.6593318309278001E+03 +0.4537721509612632E-04 +0.0000000000000000E+00
+0.6594225355406668E+03 +0.4753213701506209E-04 +0.0000000000000000E+00
+0.6595132401535334E+03 +0.4985498062071668E-04 +0.0000000000000000E+00
+0.6596039447664000E+03 +0.5236447640426123E-04 +0.0000000000000000E+00
+0.6596946493792667E+03 +0.5508213503505558E-04 +0.0000000000000000E+00
+0.6597853539921333E+03 +0.5803277594336057E-04 +0.0000000000000000E+00
+0.6598760586050000E+03 +0.6124518376163389E-04 +0.0000000000000000E+00
+0.6599667632178667E+03 +0.6475293346125925E-04 +0.0000000000000000E+00
+0.6600574678307333E+03 +0.6859544380817732E-04 +0.0000000000000000E+00
+0.6601481724436001E+03 +0.7281935085512201E-04 +0.0000000000000000E+00
+0.6602388770564667E+03 +0.7748035220018064E-04 +0.0000000000000000E+00
+0.6603295816693334E+03 +0.8264578912193019E-04 +0.0000000000000000E+00
+0.6604202862822000E+03 +0.8839847201364321E-04 +0.0000000000000000E+00
+0.6605109908950667E+03 +0.9484269917473949E-04 +0.0000000000000000E+00
+0.6606016955079334E+03 +0.1021136438014212E-03 +0.0000000000000000E+00
+0.6606924001208000E+03 +0.1103853133977562E-03 +0.0000000000000000E+00
+0.6607831047336667E+03 +0.1198249150437063E-03 +0.0000000000000000E+00
+0.6608738093465333E+03 +0.1304129095905733E-03 +0.0000000000000000E+00
+0.6609645139594001E+03 +0.1422382976833868E-03 +0.0000000000000000E+00
+0.6610552185722667E+03 +0.1559438781263442E-03 +0.0000000000000000E+00
+0.6611459231851334E+03 +0.1721323949711452E-03 +0.0000000000000000E+00
+0.6612366277980001E+03 +0.1913888435504702E-03 +0.0000000000000000E+00
+0.6613273324108667E+03 +0.2145026362208726E-03 +0.0000000000000000E+00
+0.6614180370237334E+03 +0.2425890779964870E-03 +0.0000000000000000E+00
+0.6615087416366000E+03 +0.2772408858884554E-03 +0.0000000000000000E+00
+0.6615994462494667E+03 +0.3207814570380232E-03 +0.0000000000000000E+00
+0.6616901508623333E+03 +0.3767029249303953E-03 +0.0000000000000000E+00
+0.6617808554752000E+03 +0.4504504091856609E-03 +0.0000000000000000E+00
+0.6618715600880668E+03 +0.5508888494252834E-03 +0.0000000000000000E+00
+0.6619622647009334E+03 +0.6931720826152397E-03 +0.0000000000000000E+00
+0.6620529693138000E+03 +0.9045146205921204E-03 +0.0000000000000000E+00
+0.6621436739266667E+03 +0.1235220063975717E-02 +0.0000000000000000E+00
+0.6622343785395334E+03 +0.1771186331975544E-02 +0.0000000000000000E+00
+0.6623250831524000E+03 +0.2584654953837238E-02 +0.0000000000000000E+00
+0.6624157877652667E+03 +0.3490390968152878E-02 +0.0000000000000000E+00
+0.6625064923781334E+03 +0.4338211601495489E-02 +0.0000000000000000E+00
+0.6625971969910000E+03 +0.5339869247990566E-02 +0.0000000000000000E+00
+0.6626879016038666E+03 +0.5785460356101528E-02 +0.0000000000000000E+00
+0.6627786062167334E+03 +0.5168024260401407E-02 +0.0000000000000000E+00
+0.6628693108296001E+03 +0.4338857857334186E-02 +0.0000000000000000E+00
+0.6629600154424667E+03 +0.3714978710982266E-02 +0.0000000000000000E+00
+0.6630507200553334E+03 +0.3126110457505722E-02 +0.0000000000000000E+00
+0.6631414246682001E+03 +0.2905863417867969E-02 +0.0000000000000000E+00
+0.6632321292810667E+03 +0.2984312825242093E-02 +0.0000000000000000E+00
+0.6633228338939333E+03 +0.2921618106649528E-02 +0.0000000000000000E+00
+0.6634135385068000E+03 +0.2810015785412725E-02 +0.0000000000000000E+00
+0.6635042431196667E+03 +0.2872066086188039E-02 +0.0000000000000000E+00
+0.6635949477325333E+03 +0.2867098694961976E-02 +0.0000000000000000E+00
+0.6636856523454001E+03 +0.2645282932929974E-02 +0.0000000000000000E+00
+0.6637763569582668E+03 +0.2488349321383690E-02 +0.0000000000000000E+00
+0.6638670615711334E+03 +0.2401302391995422E-02 +0.0000000000000000E+00
+0.6639577661840000E+03 +0.2297663123605151E-02 +0.0000000000000000E+00
+0.6640484707968667E+03 +0.2283370112026005E-02 +0.0000000000000000E+00
+0.6641391754097334E+03 +0.2460193412754593E-02 +0.0000000000000000E+00
+0.6642298800226000E+03 +0.2768008918000162E-02 +0.0000000000000000E+00
+0.6643205846354667E+03 +0.2790689834381375E-02 +0.0000000000000000E+00
+0.6644112892483334E+03 +0.2397568690255781E-02 +0.0000000000000000E+00
+0.6645019938612000E+03 +0.2048489493539201E-02 +0.0000000000000000E+00
+0.6645926984740667E+03 +0.1846777917407761E-02 +0.0000000000000000E+00
+0.6646834030869334E+03 +0.1740808172746807E-02 +0.0000000000000000E+00
+0.6647741076998001E+03 +0.1627721746332467E-02 +0.0000000000000000E+00
+0.6648648123126667E+03 +0.1496497692507228E-02 +0.0000000000000000E+00
+0.6649555169255334E+03 +0.1488405134163497E-02 +0.0000000000000000E+00
+0.6650462215384001E+03 +0.1634858361939640E-02 +0.0000000000000000E+00
+0.6651369261512667E+03 +0.1892089049585462E-02 +0.0000000000000000E+00
+0.6652276307641333E+03 +0.2183167698289521E-02 +0.0000000000000000E+00
+0.6653183353770000E+03 +0.2300005119377064E-02 +0.0000000000000000E+00
+0.6654090399898668E+03 +0.2323049269263930E-02 +0.0000000000000000E+00
+0.6654997446027334E+03 +0.2125162373321344E-02 +0.0000000000000000E+00
+0.6655904492156001E+03 +0.1690340952991528E-02 +0.0000000000000000E+00
+0.6656811538284668E+03 +0.1361819142467692E-02 +0.0000000000000000E+00
+0.6657718584413333E+03 +0.1200540630320975E-02 +0.0000000000000000E+00
+0.6658625630542000E+03 +0.1129273633905787E-02 +0.0000000000000000E+00
+0.6659532676670667E+03 +0.1104830074098274E-02 +0.0000000000000000E+00
+0.6660439722799333E+03 +0.1129018954652765E-02 +0.0000000000000000E+00
+0.6661346768928000E+03 +0.1221136095984590E-02 +0.0000000000000000E+00
+0.6662253815056667E+03 +0.1431625581744791E-02 +0.0000000000000000E+00
+0.6663160861185335E+03 +0.1745550126035997E-02 +0.0000000000000000E+00
+0.6664067907314000E+03 +0.1937257637205509E-02 +0.0000000000000000E+00
+0.6664974953442667E+03 +0.1820290243166284E-02 +0.0000000000000000E+00
+0.6665881999571334E+03 +0.1550118464437220E-02 +0.0000000000000000E+00
+0.6666789045700000E+03 +0.1238938677861740E-02 +0.0000000000000000E+00
+0.6667696091828667E+03 +0.9961147917802410E-03 +0.0000000000000000E+00
+0.6668603137957334E+03 +0.8579649218486635E-03 +0.0000000000000000E+00
+0.6669510184086001E+03 +0.8294270552837483E-03 +0.0000000000000000E+00
+0.6670417230214666E+03 +0.9123766735233199E-03 +0.0000000000000000E+00
+0.6671324276343333E+03 +0.1129572069177847E-02 +0.0000000000000000E+00
+0.6672231322472001E+03 +0.1453395075649113E-02 +0.0000000000000000E+00
+0.6673138368600667E+03 +0.1727005400378154E-02 +0.0000000000000000E+00
+0.6674045414729334E+03 +0.1689313069638749E-02 +0.0000000000000000E+00
+0.6674952460858001E+03 +0.1394191635653657E-02 +0.0000000000000000E+00
+0.6675859506986667E+03 +0.1197009238142409E-02 +0.0000000000000000E+00
+0.6676766553115333E+03 +0.1212078360265065E-02 +0.0000000000000000E+00
+0.6677673599244000E+03 +0.1321261470523215E-02 +0.0000000000000000E+00
+0.6678580645372667E+03 +0.1330933431262256E-02 +0.0000000000000000E+00
+0.6679487691501333E+03 +0.1209713250502617E-02 +0.0000000000000000E+00
+0.6680394737630000E+03 +0.1043552906085929E-02 +0.0000000000000000E+00
+0.6681301783758668E+03 +0.9096300053869192E-03 +0.0000000000000000E+00
+0.6682208829887334E+03 +0.8094006486590861E-03 +0.0000000000000000E+00
+0.6683115876016000E+03 +0.7237178337634301E-03 +0.0000000000000000E+00
+0.6684022922144667E+03 +0.6474494655095257E-03 +0.0000000000000000E+00
+0.6684929968273334E+03 +0.5888231746630321E-03 +0.0000000000000000E+00
+0.6685837014402000E+03 +0.5630797662205013E-03 +0.0000000000000000E+00
+0.6686744060530667E+03 +0.5720658147057378E-03 +0.0000000000000000E+00
+0.6687651106659334E+03 +0.5860566698128137E-03 +0.0000000000000000E+00
+0.6688558152788000E+03 +0.5581177952747366E-03 +0.0000000000000000E+00
+0.6689465198916666E+03 +0.5095021807349658E-03 +0.0000000000000000E+00
+0.6690372245045334E+03 +0.4749742262921028E-03 +0.0000000000000000E+00
+0.6691279291174001E+03 +0.4479527261357477E-03 +0.0000000000000000E+00
+0.6692186337302667E+03 +0.4172199417598997E-03 +0.0000000000000000E+00
+0.6693093383431334E+03 +0.3892212331705109E-03 +0.0000000000000000E+00
+0.6694000429560001E+03 +0.3717722048185664E-03 +0.0000000000000000E+00
+0.6694907475688667E+03 +0.3558016896956223E-03 +0.0000000000000000E+00
+0.6695814521817333E+03 +0.3355053439335571E-03 +0.0000000000000000E+00
+0.6696721567946000E+03 +0.3181779554814330E-03 +0.0000000000000000E+00
+0.6697628614074667E+03 +0.3173053865055202E-03 +0.0000000000000000E+00
+0.6698535660203333E+03 +0.3244997025359596E-03 +0.0000000000000000E+00
+0.6699442706332001E+03 +0.3173303324364046E-03 +0.0000000000000000E+00
+0.6700349752460668E+03 +0.3043302505681822E-03 +0.0000000000000000E+00
+0.6701256798589334E+03 +0.3017484648693349E-03 +0.0000000000000000E+00
+0.6702163844718000E+03 +0.3194781602313539E-03 +0.0000000000000000E+00
+0.6703070890846667E+03 +0.3477516795623232E-03 +0.0000000000000000E+00
+0.6703977936975334E+03 +0.3630727799568851E-03 +0.0000000000000000E+00
+0.6704884983104000E+03 +0.3940289413249855E-03 +0.0000000000000000E+00
+0.6705792029232667E+03 +0.4675778939986466E-03 +0.0000000000000000E+00
+0.6706699075361335E+03 +0.5547817897098338E-03 +0.0000000000000000E+00
+0.6707606121490001E+03 +0.6504593625855659E-03 +0.0000000000000000E+00
+0.6708513167618667E+03 +0.8132206080031935E-03 +0.0000000000000000E+00
+0.6709420213747334E+03 +0.1012977533922930E-02 +0.0000000000000000E+00
+0.6710327259876001E+03 +0.1082405959452135E-02 +0.0000000000000000E+00
+0.6711234306004667E+03 +0.1018483228885334E-02 +0.0000000000000000E+00
+0.6712141352133334E+03 +0.9099621690663016E-03 +0.0000000000000000E+00
+0.6713048398262001E+03 +0.8444465211978826E-03 +0.0000000000000000E+00
+0.6713955444390666E+03 +0.8346392001652016E-03 +0.0000000000000000E+00
+0.6714862490519333E+03 +0.8259296877235448E-03 +0.0000000000000000E+00
+0.6715769536648000E+03 +0.7895093694532153E-03 +0.0000000000000000E+00
+0.6716676582776668E+03 +0.7606480274358538E-03 +0.0000000000000000E+00
+0.6717583628905334E+03 +0.7105017073020328E-03 +0.0000000000000000E+00
+0.6718490675034001E+03 +0.6139557024300872E-03 +0.0000000000000000E+00
+0.6719397721162668E+03 +0.5314521851843945E-03 +0.0000000000000000E+00
+0.6720304767291333E+03 +0.4764678681606931E-03 +0.0000000000000000E+00
+0.6721211813420000E+03 +0.4222164177687892E-03 +0.0000000000000000E+00
+0.6722118859548667E+03 +0.3764187966008408E-03 +0.0000000000000000E+00
+0.6723025905677334E+03 +0.3425927299294492E-03 +0.0000000000000000E+00
+0.6723932951806000E+03 +0.3119985956492002E-03 +0.0000000000000000E+00
+0.6724839997934668E+03 +0.2911104564549903E-03 +0.0000000000000000E+00
+0.6725747044063334E+03 +0.2773329829603663E-03 +0.0000000000000000E+00
+0.6726654090192000E+03 +0.2655515000626907E-03 +0.0000000000000000E+00
+0.6727561136320667E+03 +0.2543401190102403E-03 +0.0000000000000000E+00
+0.6728468182449334E+03 +0.2340701293557184E-03 +0.0000000000000000E+00
+0.6729375228578001E+03 +0.2045604543572852E-03 +0.0000000000000000E+00
+0.6730282274706667E+03 +0.1784183431203252E-03 +0.0000000000000000E+00
+0.6731189320835334E+03 +0.1604183536084330E-03 +0.0000000000000000E+00
+0.6732096366964000E+03 +0.1460229802216394E-03 +0.0000000000000000E+00
+0.6733003413092666E+03 +0.1284222937754246E-03 +0.0000000000000000E+00
+0.6733910459221333E+03 +0.1096082339180896E-03 +0.0000000000000000E+00
+0.6734817505350001E+03 +0.9447726161431090E-04 +0.0000000000000000E+00
+0.6735724551478667E+03 +0.8325853885106699E-04 +0.0000000000000000E+00
+0.6736631597607334E+03 +0.7424254528301603E-04 +0.0000000000000000E+00
+0.6737538643736001E+03 +0.6645942667455156E-04 +0.0000000000000000E+00
+0.6738445689864667E+03 +0.6158666709065220E-04 +0.0000000000000000E+00
+0.6739352735993333E+03 +0.6046813734043878E-04 +0.0000000000000000E+00
+0.6740259782122000E+03 +0.5857184528708027E-04 +0.0000000000000000E+00
+0.6741166828250667E+03 +0.5420583021100507E-04 +0.0000000000000000E+00
+0.6742073874379333E+03 +0.5210807744045159E-04 +0.0000000000000000E+00
+0.6742980920508001E+03 +0.5196857225674153E-04 +0.0000000000000000E+00
+0.6743887966636668E+03 +0.4853933346344374E-04 +0.0000000000000000E+00
+0.6744795012765334E+03 +0.4178670151594934E-04 +0.0000000000000000E+00
+0.6745702058894000E+03 +0.3546813494964843E-04 +0.0000000000000000E+00
+0.6746609105022667E+03 +0.3123184441646434E-04 +0.0000000000000000E+00
+0.6747516151151334E+03 +0.2878468712168897E-04 +0.0000000000000000E+00
+0.6748423197280000E+03 +0.2765397197678441E-04 +0.0000000000000000E+00
+0.6749330243408667E+03 +0.2737425113120391E-04 +0.0000000000000000E+00
+0.6750237289537334E+03 +0.2770787399711896E-04 +0.0000000000000000E+00
+0.6751144335666000E+03 +0.2893079102942040E-04 +0.0000000000000000E+00
+0.6752051381794666E+03 +0.2900292239488332E-04 +0.0000000000000000E+00
+0.6752958427923334E+03 +0.2599630083485794E-04 +0.0000000000000000E+00
+0.6753865474052001E+03 +0.2269277089167669E-04 +0.0000000000000000E+00
+0.6754772520180667E+03 +0.2054439150067180E-04 +0.0000000000000000E+00
+0.6755679566309334E+03 +0.1939107846742137E-04 +0.0000000000000000E+00
+0.6756586612438000E+03 +0.1905450675540352E-04 +0.0000000000000000E+00
+0.6757493658566667E+03 +0.1945171867225403E-04 +0.0000000000000000E+00
+0.6758400704695333E+03 +0.1975685584286042E-04 +0.0000000000000000E+00
+0.6759307750824000E+03 +0.1849704267589434E-04 +0.0000000000000000E+00
+0.6760214796952667E+03 +0.1657253403020910E-04 +0.0000000000000000E+00
+0.6761121843081334E+03 +0.1510075979511022E-04 +0.0000000000000000E+00
+0.6762028889210001E+03 +0.1408483884371221E-04 +0.0000000000000000E+00
+0.6762935935338667E+03 +0.1334268673221866E-04 +0.0000000000000000E+00
+0.6763842981467334E+03 +0.1275931391307633E-04 +0.0000000000000000E+00
+0.6764750027596000E+03 +0.1227358270340547E-04 +0.0000000000000000E+00
+0.6765657073724667E+03 +0.1185248309301206E-04 +0.0000000000000000E+00
+0.6766564119853334E+03 +0.1147718023202460E-04 +0.0000000000000000E+00
+0.6767471165982000E+03 +0.1113624861218392E-04 +0.0000000000000000E+00
+0.6768378212110667E+03 +0.1082234389457480E-04 +0.0000000000000000E+00
+0.6769285258239333E+03 +0.1053049258039300E-04 +0.0000000000000000E+00
+0.6770192304368001E+03 +0.1025716862622950E-04 +0.0000000000000000E+00
+0.6771099350496667E+03 +0.9999770494409696E-05 +0.0000000000000000E+00
+0.6772006396625334E+03 +0.9756311594664705E-05 +0.0000000000000000E+00
+0.6772913442754001E+03 +0.9525229524686215E-05 +0.0000000000000000E+00
+0.6773820488882667E+03 +0.9305264164192555E-05 +0.0000000000000000E+00
+0.6774727535011334E+03 +0.9095377165063995E-05 +0.0000000000000000E+00
+0.6775634581140000E+03 +0.8894697172167646E-05 +0.0000000000000000E+00
+0.6776541627268667E+03 +0.8702481529096808E-05 +0.0000000000000000E+00
+0.6777448673397333E+03 +0.8518088840581178E-05 +0.0000000000000000E+00
+0.6778355719526000E+03 +0.8340958867344498E-05 +0.0000000000000000E+00
+0.6779262765654668E+03 +0.8170597488914737E-05 +0.0000000000000000E+00
+0.6780169811783334E+03 +0.8006565244413312E-05 +0.0000000000000000E+00
+0.6781076857912001E+03 +0.7848468449333733E-05 +0.0000000000000000E+00
+0.6781983904040667E+03 +0.7695952200762225E-05 +0.0000000000000000E+00
+0.6782890950169334E+03 +0.7548694790366353E-05 +0.0000000000000000E+00
+0.6783797996298000E+03 +0.7406403183233241E-05 +0.0000000000000000E+00
+0.6784705042426667E+03 +0.7268809315374756E-05 +0.0000000000000000E+00
+0.6785612088555334E+03 +0.7135667028502391E-05 +0.0000000000000000E+00
+0.6786519134684000E+03 +0.7006749507058233E-05 +0.0000000000000000E+00
+0.6787426180812668E+03 +0.6881847115682042E-05 +0.0000000000000000E+00
+0.6788333226941334E+03 +0.6760765559373312E-05 +0.0000000000000000E+00
+0.6789240273070001E+03 +0.6643324306298488E-05 +0.0000000000000000E+00
+0.6790147319198667E+03 +0.6529355226355881E-05 +0.0000000000000000E+00
+0.6791054365327334E+03 +0.6418701408505394E-05 +0.0000000000000000E+00
+0.6791961411456001E+03 +0.6311216127403000E-05 +0.0000000000000000E+00
+0.6792868457584667E+03 +0.6206761935660481E-05 +0.0000000000000000E+00
+0.6793775503713333E+03 +0.6105209862537857E-05 +0.0000000000000000E+00
+0.6794682549842000E+03 +0.6006438703386749E-05 +0.0000000000000000E+00
+0.6795589595970666E+03 +0.5910334386937694E-05 +0.0000000000000000E+00
+0.6796496642099333E+03 +0.5816789409728037E-05 +0.0000000000000000E+00
+0.6797403688228001E+03 +0.5725702328741551E-05 +0.0000000000000000E+00
+0.6798310734356668E+03 +0.5636977304759785E-05 +0.0000000000000000E+00
+0.6799217780485334E+03 +0.5550523690090793E-05 +0.0000000000000000E+00
+0.6800124826614000E+03 +0.5466255655295006E-05 +0.0000000000000000E+00
+0.6801031872742667E+03 +0.5384091850314231E-05 +0.0000000000000000E+00
+0.6801938918871333E+03 +0.5303955096063908E-05 +0.0000000000000000E+00
+0.6802845965000000E+03 +0.5225772103090134E-05 +0.0000000000000000E+00
+0.6803753011128667E+03 +0.5149473214351972E-05 +0.0000000000000000E+00
+0.6804660057257335E+03 +0.5074992169572677E-05 +0.0000000000000000E+00
+0.6805567103386001E+03 +0.5002265888929596E-05 +0.0000000000000000E+00
+0.6806474149514667E+03 +0.4931234274129592E-05 +0.0000000000000000E+00
+0.6807381195643334E+03 +0.4861840025153125E-05 +0.0000000000000000E+00
+0.6808288241772000E+03 +0.4794028471154911E-05 +0.0000000000000000E+00
+0.6809195287900667E+03 +0.4727747414181370E-05 +0.0000000000000000E+00
+0.6810102334029334E+03 +0.4662946984519107E-05 +0.0000000000000000E+00
+0.6811009380158001E+03 +0.4599579506618231E-05 +0.0000000000000000E+00
+0.6811916426286667E+03 +0.4537599374649450E-05 +0.0000000000000000E+00
+0.6812823472415333E+03 +0.4476962936853287E-05 +0.0000000000000000E+00
+0.6813730518544000E+03 +0.4417628387927246E-05 +0.0000000000000000E+00
+0.6814637564672666E+03 +0.4359555668774543E-05 +0.0000000000000000E+00
+0.6815544610801334E+03 +0.4302706373003828E-05 +0.0000000000000000E+00
+0.6816451656930001E+03 +0.4247043659631152E-05 +0.0000000000000000E+00
+0.6817358703058667E+03 +0.4192532171487226E-05 +0.0000000000000000E+00
+0.6818265749187333E+03 +0.4139137958880485E-05 +0.0000000000000000E+00
+0.6819172795316000E+03 +0.4086828408107892E-05 +0.0000000000000000E+00
+0.6820079841444667E+03 +0.4035572174443968E-05 +0.0000000000000000E+00
+0.6820986887573333E+03 +0.3985339119269898E-05 +0.0000000000000000E+00
+0.6821893933702000E+03 +0.3936100251036369E-05 +0.0000000000000000E+00
+0.6822800979830668E+03 +0.3887827669779522E-05 +0.0000000000000000E+00
+0.6823708025959334E+03 +0.3840494514933834E-05 +0.0000000000000000E+00
+0.6824615072088000E+03 +0.3794074916207437E-05 +0.0000000000000000E+00
+0.6825522118216667E+03 +0.3748543947304630E-05 +0.0000000000000000E+00
+0.6826429164345334E+03 +0.3703877582299092E-05 +0.0000000000000000E+00
+0.6827336210474000E+03 +0.3660052654475522E-05 +0.0000000000000000E+00
+0.6828243256602667E+03 +0.3617046817473740E-05 +0.0000000000000000E+00
+0.6829150302731334E+03 +0.3574838508581387E-05 +0.0000000000000000E+00
+0.6830057348860000E+03 +0.3533406914033685E-05 +0.0000000000000000E+00
+0.6830964394988666E+03 +0.3492731936189558E-05 +0.0000000000000000E+00
+0.6831871441117333E+03 +0.3452794162463224E-05 +0.0000000000000000E+00
+0.6832778487246001E+03 +0.3413574835900087E-05 +0.0000000000000000E+00
+0.6833685533374667E+03 +0.3375055827292705E-05 +0.0000000000000000E+00
+0.6834592579503334E+03 +0.3337219608741733E-05 +0.0000000000000000E+00
+0.6835499625632001E+03 +0.3300049228572573E-05 +0.0000000000000000E+00
+0.6836406671760667E+03 +0.3263528287525348E-05 +0.0000000000000000E+00
+0.6837313717889333E+03 +0.3227640916141531E-05 +0.0000000000000000E+00
+0.6838220764018000E+03 +0.3192371753275710E-05 +0.0000000000000000E+00
+0.6839127810146667E+03 +0.3157705925666676E-05 +0.0000000000000000E+00
+0.6840034856275333E+03 +0.3123629028505273E-05 +0.0000000000000000E+00
+0.6840941902404001E+03 +0.3090127106941919E-05 +0.0000000000000000E+00
+0.6841848948532668E+03 +0.3057186638479878E-05 +0.0000000000000000E+00
