# Loss function L(Q,w) and dynamical structure factor S(Q,w)
#
# L(Q,w)= -Im(1/eps_m(Q,w) [1]
# S(Q,w)= L(Q,w)*|Q|^2*/(4 pi^2 n_val) [Energy^-1]
#
# Momentum transfer Q=G+q in lattice coordinates
# G:   0   0   0
# q:   0.0000000   0.0000000   0.0000000
# Momentum transfer Q=G+q in Cartesian coordinates
# G:   0.0000000   0.0000000   0.0000000
# q:   0.0000000   0.0000000   0.0000000
# Norm2(G+q)   0.0000000
#
#   Frequency/(eV/hbar)                  L(Q,w)             S(Q,w)*1000
+0.6505244130184467E+03 +0.4491375138222332E-03 +0.0000000000000000E+00
+0.6505289482490899E+03 +0.4509124582820317E-03 +0.0000000000000000E+00
+0.6505334834797334E+03 +0.4526990650200697E-03 +0.0000000000000000E+00
+0.6505380187103766E+03 +0.4544974453871451E-03 +0.0000000000000000E+00
+0.6505425539410201E+03 +0.4563077121553104E-03 +0.0000000000000000E+00
+0.6505470891716633E+03 +0.4581299795404646E-03 +0.0000000000000000E+00
+0.6505516244023067E+03 +0.4599643632260084E-03 +0.0000000000000000E+00
+0.6505561596329500E+03 +0.4618109803863352E-03 +0.0000000000000000E+00
+0.6505606948635933E+03 +0.4636699497113763E-03 +0.0000000000000000E+00
+0.6505652300942367E+03 +0.4655413914312345E-03 +0.0000000000000000E+00
+0.6505697653248800E+03 +0.4674254273413040E-03 +0.0000000000000000E+00
+0.6505743005555233E+03 +0.4693221808282904E-03 +0.0000000000000000E+00
+0.6505788357861667E+03 +0.4712317768961478E-03 +0.0000000000000000E+00
+0.6505833710168100E+03 +0.4731543421931803E-03 +0.0000000000000000E+00
+0.6505879062474534E+03 +0.4750900050390365E-03 +0.0000000000000000E+00
+0.6505924414780966E+03 +0.4770388954528616E-03 +0.0000000000000000E+00
+0.6505969767087400E+03 +0.4790011451816120E-03 +0.0000000000000000E+00
+0.6506015119393833E+03 +0.4809768877289304E-03 +0.0000000000000000E+00
+0.6506060471700267E+03 +0.4829662583850490E-03 +0.0000000000000000E+00
+0.6506105824006700E+03 +0.4849693942566478E-03 +0.0000000000000000E+00
+0.6506151176313134E+03 +0.4869864342980213E-03 +0.0000000000000000E+00
+0.6506196528619566E+03 +0.4890175193421958E-03 +0.0000000000000000E+00
+0.6506241880926001E+03 +0.4910627921333791E-03 +0.0000000000000000E+00
+0.6506287233232433E+03 +0.4931223973593868E-03 +0.0000000000000000E+00
+0.6506332585538867E+03 +0.4951964816854023E-03 +0.0000000000000000E+00
+0.6506377937845300E+03 +0.4972851937880001E-03 +0.0000000000000000E+00
+0.6506423290151733E+03 +0.4993886843898789E-03 +0.0000000000000000E+00
+0.6506468642458167E+03 +0.5015071062957723E-03 +0.0000000000000000E+00
+0.6506513994764600E+03 +0.5036406144284490E-03 +0.0000000000000000E+00
+0.6506559347071034E+03 +0.5057893658661902E-03 +0.0000000000000000E+00
+0.6506604699377467E+03 +0.5079535198803393E-03 +0.0000000000000000E+00
+0.6506650051683901E+03 +0.5101332379743881E-03 +0.0000000000000000E+00
+0.6506695403990333E+03 +0.5123286839231558E-03 +0.0000000000000000E+00
+0.6506740756296766E+03 +0.5145400238135149E-03 +0.0000000000000000E+00
+0.6506786108603200E+03 +0.5167674260855197E-03 +0.0000000000000000E+00
+0.6506831460909633E+03 +0.5190110615744261E-03 +0.0000000000000000E+00
+0.6506876813216066E+03 +0.5212711035541084E-03 +0.0000000000000000E+00
+0.6506922165522500E+03 +0.5235477277806926E-03 +0.0000000000000000E+00
+0.6506967517828933E+03 +0.5258411125379238E-03 +0.0000000000000000E+00
+0.6507012870135367E+03 +0.5281514386827517E-03 +0.0000000000000000E+00
+0.6507058222441800E+03 +0.5304788896927060E-03 +0.0000000000000000E+00
+0.6507103574748234E+03 +0.5328236517135275E-03 +0.0000000000000000E+00
+0.6507148927054666E+03 +0.5351859136086083E-03 +0.0000000000000000E+00
+0.6507194279361100E+03 +0.5375658670090321E-03 +0.0000000000000000E+00
+0.6507239631667533E+03 +0.5399637063647305E-03 +0.0000000000000000E+00
+0.6507284983973967E+03 +0.5423796289973099E-03 +0.0000000000000000E+00
+0.6507330336280399E+03 +0.5448138351532834E-03 +0.0000000000000000E+00
+0.6507375688586834E+03 +0.5472665280593567E-03 +0.0000000000000000E+00
+0.6507421040893266E+03 +0.5497379139781204E-03 +0.0000000000000000E+00
+0.6507466393199701E+03 +0.5522282022658602E-03 +0.0000000000000000E+00
+0.6507511745506133E+03 +0.5547376054308468E-03 +0.0000000000000000E+00
+0.6507557097812567E+03 +0.5572663391937662E-03 +0.0000000000000000E+00
+0.6507602450119000E+03 +0.5598146225490078E-03 +0.0000000000000000E+00
+0.6507647802425433E+03 +0.5623826778273703E-03 +0.0000000000000000E+00
+0.6507693154731867E+03 +0.5649707307607793E-03 +0.0000000000000000E+00
+0.6507738507038300E+03 +0.5675790105476866E-03 +0.0000000000000000E+00
+0.6507783859344734E+03 +0.5702077499208961E-03 +0.0000000000000000E+00
+0.6507829211651167E+03 +0.5728571852160890E-03 +0.0000000000000000E+00
+0.6507874563957600E+03 +0.5755275564428752E-03 +0.0000000000000000E+00
+0.6507919916264034E+03 +0.5782191073566184E-03 +0.0000000000000000E+00
+0.6507965268570466E+03 +0.5809320855328355E-03 +0.0000000000000000E+00
+0.6508010620876901E+03 +0.5836667424428017E-03 +0.0000000000000000E+00
+0.6508055973183333E+03 +0.5864233335309676E-03 +0.0000000000000000E+00
+0.6508101325489766E+03 +0.5892021182948340E-03 +0.0000000000000000E+00
+0.6508146677796200E+03 +0.5920033603658741E-03 +0.0000000000000000E+00
+0.6508192030102633E+03 +0.5948273275933793E-03 +0.0000000000000000E+00
+0.6508237382409067E+03 +0.5976742921293880E-03 +0.0000000000000000E+00
+0.6508282734715500E+03 +0.6005445305166752E-03 +0.0000000000000000E+00
+0.6508328087021933E+03 +0.6034383237779192E-03 +0.0000000000000000E+00
+0.6508373439328366E+03 +0.6063559575080089E-03 +0.0000000000000000E+00
+0.6508418791634800E+03 +0.6092977219680122E-03 +0.0000000000000000E+00
+0.6508464143941233E+03 +0.6122639121814977E-03 +0.0000000000000000E+00
+0.6508509496247667E+03 +0.6152548280338906E-03 +0.0000000000000000E+00
+0.6508554848554099E+03 +0.6182707743733729E-03 +0.0000000000000000E+00
+0.6508600200860534E+03 +0.6213120611153629E-03 +0.0000000000000000E+00
+0.6508645553166966E+03 +0.6243790033486029E-03 +0.0000000000000000E+00
+0.6508690905473401E+03 +0.6274719214449953E-03 +0.0000000000000000E+00
+0.6508736257779833E+03 +0.6305911411711900E-03 +0.0000000000000000E+00
+0.6508781610086266E+03 +0.6337369938040310E-03 +0.0000000000000000E+00
+0.6508826962392700E+03 +0.6369098162483224E-03 +0.0000000000000000E+00
+0.6508872314699133E+03 +0.6401099511576225E-03 +0.0000000000000000E+00
+0.6508917667005567E+03 +0.6433377470588771E-03 +0.0000000000000000E+00
+0.6508963019312000E+03 +0.6465935584792676E-03 +0.0000000000000000E+00
+0.6509008371618434E+03 +0.6498777460774965E-03 +0.0000000000000000E+00
+0.6509053723924867E+03 +0.6531906767774124E-03 +0.0000000000000000E+00
+0.6509099076231300E+03 +0.6565327239062926E-03 +0.0000000000000000E+00
+0.6509144428537734E+03 +0.6599042673356690E-03 +0.0000000000000000E+00
+0.6509189780844166E+03 +0.6633056936269752E-03 +0.0000000000000000E+00
+0.6509235133150601E+03 +0.6667373961803827E-03 +0.0000000000000000E+00
+0.6509280485457033E+03 +0.6701997753876319E-03 +0.0000000000000000E+00
+0.6509325837763467E+03 +0.6736932387897336E-03 +0.0000000000000000E+00
+0.6509371190069900E+03 +0.6772182012378335E-03 +0.0000000000000000E+00
+0.6509416542376334E+03 +0.6807750850596663E-03 +0.0000000000000000E+00
+0.6509461894682767E+03 +0.6843643202293444E-03 +0.0000000000000000E+00
+0.6509507246989200E+03 +0.6879863445430447E-03 +0.0000000000000000E+00
+0.6509552599295633E+03 +0.6916416037983115E-03 +0.0000000000000000E+00
+0.6509597951602067E+03 +0.6953305519794937E-03 +0.0000000000000000E+00
+0.6509643303908500E+03 +0.6990536514475721E-03 +0.0000000000000000E+00
+0.6509688656214934E+03 +0.7028113731352812E-03 +0.0000000000000000E+00
+0.6509734008521367E+03 +0.7066041967485272E-03 +0.0000000000000000E+00
+0.6509779360827799E+03 +0.7104326109722706E-03 +0.0000000000000000E+00
+0.6509824713134234E+03 +0.7142971136835472E-03 +0.0000000000000000E+00
+0.6509870065440666E+03 +0.7181982121692450E-03 +0.0000000000000000E+00
+0.6509915417747101E+03 +0.7221364233514238E-03 +0.0000000000000000E+00
+0.6509960770053533E+03 +0.7261122740177762E-03 +0.0000000000000000E+00
+0.6510006122359966E+03 +0.7301263010599877E-03 +0.0000000000000000E+00
+0.6510051474666400E+03 +0.7341790517181709E-03 +0.0000000000000000E+00
+0.6510096826972833E+03 +0.7382710838323902E-03 +0.0000000000000000E+00
+0.6510142179279267E+03 +0.7424029661024136E-03 +0.0000000000000000E+00
+0.6510187531585700E+03 +0.7465752783537725E-03 +0.0000000000000000E+00
+0.6510232883892133E+03 +0.7507886118130851E-03 +0.0000000000000000E+00
+0.6510278236198567E+03 +0.7550435693900871E-03 +0.0000000000000000E+00
+0.6510323588504999E+03 +0.7593407659694186E-03 +0.0000000000000000E+00
+0.6510368940811434E+03 +0.7636808287102049E-03 +0.0000000000000000E+00
+0.6510414293117866E+03 +0.7680643973546201E-03 +0.0000000000000000E+00
+0.6510459645424301E+03 +0.7724921245466870E-03 +0.0000000000000000E+00
+0.6510504997730733E+03 +0.7769646761593000E-03 +0.0000000000000000E+00
+0.6510550350037167E+03 +0.7814827316327097E-03 +0.0000000000000000E+00
+0.6510595702343600E+03 +0.7860469843218058E-03 +0.0000000000000000E+00
+0.6510641054650034E+03 +0.7906581418555920E-03 +0.0000000000000000E+00
+0.6510686406956466E+03 +0.7953169265061462E-03 +0.0000000000000000E+00
+0.6510731759262900E+03 +0.8000240755704877E-03 +0.0000000000000000E+00
+0.6510777111569333E+03 +0.8047803417632953E-03 +0.0000000000000000E+00
+0.6510822463875767E+03 +0.8095864936218499E-03 +0.0000000000000000E+00
+0.6510867816182200E+03 +0.8144433159246944E-03 +0.0000000000000000E+00
+0.6510913168488634E+03 +0.8193516101218982E-03 +0.0000000000000000E+00
+0.6510958520795067E+03 +0.8243121947805682E-03 +0.0000000000000000E+00
+0.6511003873101500E+03 +0.8293259060428056E-03 +0.0000000000000000E+00
+0.6511049225407934E+03 +0.8343935980999284E-03 +0.0000000000000000E+00
+0.6511094577714367E+03 +0.8395161436801362E-03 +0.0000000000000000E+00
+0.6511139930020800E+03 +0.8446944345534490E-03 +0.0000000000000000E+00
+0.6511185282327234E+03 +0.8499293820518185E-03 +0.0000000000000000E+00
+0.6511230634633666E+03 +0.8552219176060523E-03 +0.0000000000000000E+00
+0.6511275986940100E+03 +0.8605729933013004E-03 +0.0000000000000000E+00
+0.6511321339246533E+03 +0.8659835824489448E-03 +0.0000000000000000E+00
+0.6511366691552967E+03 +0.8714546801790442E-03 +0.0000000000000000E+00
+0.6511412043859400E+03 +0.8769873040503642E-03 +0.0000000000000000E+00
+0.6511457396165833E+03 +0.8825824946824205E-03 +0.0000000000000000E+00
+0.6511502748472267E+03 +0.8882413164065181E-03 +0.0000000000000000E+00
+0.6511548100778699E+03 +0.8939648579402194E-03 +0.0000000000000000E+00
+0.6511593453085134E+03 +0.8997542330830912E-03 +0.0000000000000000E+00
+0.6511638805391566E+03 +0.9056105814356924E-03 +0.0000000000000000E+00
+0.6511684157698000E+03 +0.9115350691439568E-03 +0.0000000000000000E+00
+0.6511729510004433E+03 +0.9175288896667514E-03 +0.0000000000000000E+00
+0.6511774862310867E+03 +0.9235932645713931E-03 +0.0000000000000000E+00
+0.6511820214617300E+03 +0.9297294443540692E-03 +0.0000000000000000E+00
+0.6511865566923734E+03 +0.9359387092902395E-03 +0.0000000000000000E+00
+0.6511910919230166E+03 +0.9422223703119100E-03 +0.0000000000000000E+00
+0.6511956271536600E+03 +0.9485817699169197E-03 +0.0000000000000000E+00
+0.6512001623843033E+03 +0.9550182831080556E-03 +0.0000000000000000E+00
+0.6512046976149467E+03 +0.9615333183644343E-03 +0.0000000000000000E+00
+0.6512092328455900E+03 +0.9681283186477785E-03 +0.0000000000000000E+00
+0.6512137680762334E+03 +0.9748047624413296E-03 +0.0000000000000000E+00
+0.6512183033068767E+03 +0.9815641648270217E-03 +0.0000000000000000E+00
+0.6512228385375200E+03 +0.9884080785977256E-03 +0.0000000000000000E+00
+0.6512273737681634E+03 +0.9953380954104882E-03 +0.0000000000000000E+00
+0.6512319089988067E+03 +0.1002355846977579E-02 +0.0000000000000000E+00
+0.6512364442294499E+03 +0.1009463006301308E-02 +0.0000000000000000E+00
+0.6512409794600934E+03 +0.1016661288950474E-02 +0.0000000000000000E+00
+0.6512455146907366E+03 +0.1023952454381432E-02 +0.0000000000000000E+00
+0.6512500499213801E+03 +0.1031338307306945E-02 +0.0000000000000000E+00
+0.6512545851520233E+03 +0.1038820699110618E-02 +0.0000000000000000E+00
+0.6512591203826668E+03 +0.1046401529313430E-02 +0.0000000000000000E+00
+0.6512636556133100E+03 +0.1054082747089056E-02 +0.0000000000000000E+00
+0.6512681908439533E+03 +0.1061866352834898E-02 +0.0000000000000000E+00
+0.6512727260745967E+03 +0.1069754399795440E-02 +0.0000000000000000E+00
+0.6512772613052400E+03 +0.1077748995744916E-02 +0.0000000000000000E+00
+0.6512817965358834E+03 +0.1085852304727056E-02 +0.0000000000000000E+00
+0.6512863317665267E+03 +0.1094066548855473E-02 +0.0000000000000000E+00
+0.6512908669971700E+03 +0.1102394010178458E-02 +0.0000000000000000E+00
+0.6512954022278133E+03 +0.1110837032605819E-02 +0.0000000000000000E+00
+0.6512999374584567E+03 +0.1119398023905250E-02 +0.0000000000000000E+00
+0.6513044726891000E+03 +0.1128079457764567E-02 +0.0000000000000000E+00
+0.6513090079197434E+03 +0.1136883875927655E-02 +0.0000000000000000E+00
+0.6513135431503866E+03 +0.1145813890400318E-02 +0.0000000000000000E+00
+0.6513180783810300E+03 +0.1154872185733831E-02 +0.0000000000000000E+00
+0.6513226136116733E+03 +0.1164061521383526E-02 +0.0000000000000000E+00
+0.6513271488423167E+03 +0.1173384734146274E-02 +0.0000000000000000E+00
+0.6513316840729600E+03 +0.1182844740680760E-02 +0.0000000000000000E+00
+0.6513362193036033E+03 +0.1192444540107532E-02 +0.0000000000000000E+00
+0.6513407545342467E+03 +0.1202187216696729E-02 +0.0000000000000000E+00
+0.6513452897648900E+03 +0.1212075942638734E-02 +0.0000000000000000E+00
+0.6513498249955334E+03 +0.1222113980905812E-02 +0.0000000000000000E+00
+0.6513543602261767E+03 +0.1232304688199460E-02 +0.0000000000000000E+00
+0.6513588954568199E+03 +0.1242651517991130E-02 +0.0000000000000000E+00
+0.6513634306874634E+03 +0.1253158023651980E-02 +0.0000000000000000E+00
+0.6513679659181066E+03 +0.1263827861674314E-02 +0.0000000000000000E+00
+0.6513725011487501E+03 +0.1274664794987349E-02 +0.0000000000000000E+00
+0.6513770363793933E+03 +0.1285672696361551E-02 +0.0000000000000000E+00
+0.6513815716100368E+03 +0.1296855551908078E-02 +0.0000000000000000E+00
+0.6513861068406800E+03 +0.1308217464664853E-02 +0.0000000000000000E+00
+0.6513906420713234E+03 +0.1319762658275173E-02 +0.0000000000000000E+00
+0.6513951773019667E+03 +0.1331495480748795E-02 +0.0000000000000000E+00
+0.6513997125326100E+03 +0.1343420408309963E-02 +0.0000000000000000E+00
+0.6514042477632534E+03 +0.1355542049322232E-02 +0.0000000000000000E+00
+0.6514087829938967E+03 +0.1367865148287405E-02 +0.0000000000000000E+00
+0.6514133182245400E+03 +0.1380394589915160E-02 +0.0000000000000000E+00
+0.6514178534551834E+03 +0.1393135403249264E-02 +0.0000000000000000E+00
+0.6514223886858267E+03 +0.1406092765849704E-02 +0.0000000000000000E+00
+0.6514269239164701E+03 +0.1419272008011513E-02 +0.0000000000000000E+00
+0.6514314591471134E+03 +0.1432678617016595E-02 +0.0000000000000000E+00
+0.6514359943777566E+03 +0.1446318241395144E-02 +0.0000000000000000E+00
+0.6514405296084000E+03 +0.1460196695188543E-02 +0.0000000000000000E+00
+0.6514450648390433E+03 +0.1474319962187168E-02 +0.0000000000000000E+00
+0.6514496000696867E+03 +0.1488694200123487E-02 +0.0000000000000000E+00
+0.6514541353003300E+03 +0.1503325744797968E-02 +0.0000000000000000E+00
+0.6514586705309733E+03 +0.1518221114100931E-02 +0.0000000000000000E+00
+0.6514632057616167E+03 +0.1533387011906656E-02 +0.0000000000000000E+00
+0.6514677409922600E+03 +0.1548830331792070E-02 +0.0000000000000000E+00
+0.6514722762229034E+03 +0.1564558160547581E-02 +0.0000000000000000E+00
+0.6514768114535467E+03 +0.1580577781421754E-02 +0.0000000000000000E+00
+0.6514813466841899E+03 +0.1596896677055971E-02 +0.0000000000000000E+00
+0.6514858819148334E+03 +0.1613522532040337E-02 +0.0000000000000000E+00
+0.6514904171454766E+03 +0.1630463235026226E-02 +0.0000000000000000E+00
+0.6514949523761201E+03 +0.1647726880323646E-02 +0.0000000000000000E+00
+0.6514994876067633E+03 +0.1665321768890278E-02 +0.0000000000000000E+00
+0.6515040228374068E+03 +0.1683256408629906E-02 +0.0000000000000000E+00
+0.6515085580680500E+03 +0.1701539513884984E-02 +0.0000000000000000E+00
+0.6515130932986933E+03 +0.1720180004020443E-02 +0.0000000000000000E+00
+0.6515176285293367E+03 +0.1739187000963313E-02 +0.0000000000000000E+00
+0.6515221637599800E+03 +0.1758569825563117E-02 +0.0000000000000000E+00
+0.6515266989906233E+03 +0.1778337992625551E-02 +0.0000000000000000E+00
+0.6515312342212667E+03 +0.1798501204443268E-02 +0.0000000000000000E+00
+0.6515357694519100E+03 +0.1819069342656120E-02 +0.0000000000000000E+00
+0.6515403046825534E+03 +0.1840052458231628E-02 +0.0000000000000000E+00
+0.6515448399131967E+03 +0.1861460759367919E-02 +0.0000000000000000E+00
+0.6515493751438401E+03 +0.1883304597077768E-02 +0.0000000000000000E+00
+0.6515539103744833E+03 +0.1905594448224226E-02 +0.0000000000000000E+00
+0.6515584456051267E+03 +0.1928340895737647E-02 +0.0000000000000000E+00
+0.6515629808357700E+03 +0.1951554605744655E-02 +0.0000000000000000E+00
+0.6515675160664134E+03 +0.1975246301326591E-02 +0.0000000000000000E+00
+0.6515720512970566E+03 +0.1999426732595765E-02 +0.0000000000000000E+00
+0.6515765865277001E+03 +0.2024106642796103E-02 +0.0000000000000000E+00
+0.6515811217583433E+03 +0.2049296730097327E-02 +0.0000000000000000E+00
+0.6515856569889867E+03 +0.2075007604782722E-02 +0.0000000000000000E+00
+0.6515901922196300E+03 +0.2101249741501249E-02 +0.0000000000000000E+00
+0.6515947274502734E+03 +0.2128033426298908E-02 +0.0000000000000000E+00
+0.6515992626809167E+03 +0.2155368698133384E-02 +0.0000000000000000E+00
+0.6516037979115600E+03 +0.2183265284623848E-02 +0.0000000000000000E+00
+0.6516083331422034E+03 +0.2211732531829957E-02 +0.0000000000000000E+00
+0.6516128683728466E+03 +0.2240779327888300E-02 +0.0000000000000000E+00
+0.6516174036034901E+03 +0.2270414020438882E-02 +0.0000000000000000E+00
+0.6516219388341333E+03 +0.2300644327825917E-02 +0.0000000000000000E+00
+0.6516264740647767E+03 +0.2331477244206241E-02 +0.0000000000000000E+00
+0.6516310092954200E+03 +0.2362918938791288E-02 +0.0000000000000000E+00
+0.6516355445260633E+03 +0.2394974649645592E-02 +0.0000000000000000E+00
+0.6516400797567067E+03 +0.2427648572611851E-02 +0.0000000000000000E+00
+0.6516446149873500E+03 +0.2460943746164967E-02 +0.0000000000000000E+00
+0.6516491502179933E+03 +0.2494861933235867E-02 +0.0000000000000000E+00
+0.6516536854486367E+03 +0.2529403501284480E-02 +0.0000000000000000E+00
+0.6516582206792800E+03 +0.2564567302228810E-02 +0.0000000000000000E+00
+0.6516627559099234E+03 +0.2600350554099948E-02 +0.0000000000000000E+00
+0.6516672911405667E+03 +0.2636748726662405E-02 +0.0000000000000000E+00
+0.6516718263712100E+03 +0.2673755433521167E-02 +0.0000000000000000E+00
+0.6516763616018533E+03 +0.2711362333610118E-02 +0.0000000000000000E+00
+0.6516808968324967E+03 +0.2749559045222887E-02 +0.0000000000000000E+00
+0.6516854320631400E+03 +0.2788333076049978E-02 +0.0000000000000000E+00
+0.6516899672937834E+03 +0.2827669772912780E-02 +0.0000000000000000E+00
+0.6516945025244266E+03 +0.2867552295009929E-02 +0.0000000000000000E+00
+0.6516990377550701E+03 +0.2907961614598202E-02 +0.0000000000000000E+00
+0.6517035729857133E+03 +0.2948876548921341E-02 +0.0000000000000000E+00
+0.6517081082163568E+03 +0.2990273827058995E-02 +0.0000000000000000E+00
+0.6517126434470000E+03 +0.3032128194958344E-02 +0.0000000000000000E+00
+0.6517171786776433E+03 +0.3074412561434670E-02 +0.0000000000000000E+00
+0.6517217139082867E+03 +0.3117098187160601E-02 +0.0000000000000000E+00
+0.6517262491389300E+03 +0.3160154917786980E-02 +0.0000000000000000E+00
+0.6517307843695734E+03 +0.3203551461250101E-02 +0.0000000000000000E+00
+0.6517353196002167E+03 +0.3247255708035440E-02 +0.0000000000000000E+00
+0.6517398548308601E+03 +0.3291235091837004E-02 +0.0000000000000000E+00
+0.6517443900615034E+03 +0.3335456986525360E-02 +0.0000000000000000E+00
+0.6517489252921467E+03 +0.3379889133902910E-02 +0.0000000000000000E+00
+0.6517534605227900E+03 +0.3424500095214098E-02 +0.0000000000000000E+00
+0.6517579957534333E+03 +0.3469259718107010E-02 +0.0000000000000000E+00
+0.6517625309840766E+03 +0.3514139609561566E-02 +0.0000000000000000E+00
+0.6517670662147200E+03 +0.3559113604484929E-02 +0.0000000000000000E+00
+0.6517716014453633E+03 +0.3604158219179860E-02 +0.0000000000000000E+00
+0.6517761366760067E+03 +0.3649253078772388E-02 +0.0000000000000000E+00
+0.6517806719066500E+03 +0.3694381308098731E-02 +0.0000000000000000E+00
+0.6517852071372934E+03 +0.3739529876307547E-02 +0.0000000000000000E+00
+0.6517897423679367E+03 +0.3784689886750746E-02 +0.0000000000000000E+00
+0.6517942775985800E+03 +0.3829856805320928E-02 +0.0000000000000000E+00
+0.6517988128292233E+03 +0.3875030622415150E-02 +0.0000000000000000E+00
+0.6518033480598667E+03 +0.3920215945824739E-02 +0.0000000000000000E+00
+0.6518078832905099E+03 +0.3965422024152628E-02 +0.0000000000000000E+00
+0.6518124185211534E+03 +0.4010662702592030E-02 +0.0000000000000000E+00
+0.6518169537517966E+03 +0.4055956314935287E-02 +0.0000000000000000E+00
+0.6518214889824401E+03 +0.4101325517521268E-02 +0.0000000000000000E+00
+0.6518260242130833E+03 +0.4146797072173693E-02 +0.0000000000000000E+00
+0.6518305594437268E+03 +0.4192401586197280E-02 +0.0000000000000000E+00
+0.6518350946743700E+03 +0.4238173217901497E-02 +0.0000000000000000E+00
+0.6518396299050133E+03 +0.4284149356158251E-02 +0.0000000000000000E+00
+0.6518441651356567E+03 +0.4330370281969394E-02 +0.0000000000000000E+00
+0.6518487003663000E+03 +0.4376878819193410E-02 +0.0000000000000000E+00
+0.6518532355969434E+03 +0.4423719980431749E-02 +0.0000000000000000E+00
+0.6518577708275867E+03 +0.4470940612715234E-02 +0.0000000000000000E+00
+0.6518623060582300E+03 +0.4518589046304656E-02 +0.0000000000000000E+00
+0.6518668412888734E+03 +0.4566714748536298E-02 +0.0000000000000000E+00
+0.6518713765195167E+03 +0.4615367983552800E-02 +0.0000000000000000E+00
+0.6518759117501601E+03 +0.4664599477790484E-02 +0.0000000000000000E+00
+0.6518804469808033E+03 +0.4714460090560344E-02 +0.0000000000000000E+00
+0.6518849822114468E+03 +0.4765000488737240E-02 +0.0000000000000000E+00
+0.6518895174420900E+03 +0.4816270824669365E-02 +0.0000000000000000E+00
+0.6518940526727333E+03 +0.4868320416775412E-02 +0.0000000000000000E+00
+0.6518985879033767E+03 +0.4921197432846051E-02 +0.0000000000000000E+00
+0.6519031231340200E+03 +0.4974948576869918E-02 +0.0000000000000000E+00
+0.6519076583646633E+03 +0.5029618780945671E-02 +0.0000000000000000E+00
